,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs2,4,Poco Tapas Bar,"45 Jamaica St, Bristol BS2 8JP",,45 Jamaica St,Bristol,BS2 8JP,FC75+4W Bristol,pocotapasbar.com,0117 923 2233,info@pocotapasbar.com,51.4628089,-2.5902072,No,Yes,Tapas bar,4.6,378 reviews,,113+ Photos,https://lh5.googleusercontent.com/p/AF1QipOKdmzUw1qH3JvqQwmq1j9WO8xFku_kbwziC6_v=w408-h271-k-no,,9am–12am,9am–12am,9am–12am,9am–12am,10am–1am,10am–1am,10am–12am,"https://www.google.com/maps/place/Poco+Tapas+Bar/@51.4561479,-2.5811698,15z/data=!4m8!1m2!2m1!1sbs2+restaurants!3m4!1s0x48718e738028f4fd:0x43d3f29176ff8bb9!8m2!3d51.4628089!4d-2.5902072?hl=en",Poco Tapas Bar51.4628089-2.5902072
bs2,3,Napolita Cafe,"83 Mina Rd, Bristol BS2 9XP",,83 Mina Rd,Bristol,BS2 9XP,FC9F+QQ Bristol,napolitapizza.co.uk,0117 312 1730,neil@the-brightside.co.uk,51.4693768,-2.5756024,No,Yes,Mediterranean restaurant,4.3,264 reviews,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipPTqf_DeVF8T8Z2souaRqDW5kOWCbrJ2plqfPra=w408-h306-k-no,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,"https://www.google.com/maps/place/Napolita+Cafe/@51.4693768,-2.5843571,15z/data=!4m8!1m2!2m1!1sbs2+restaurants!3m4!1s0x48718e144c95dbdf:0x81db72d5f60417e0!8m2!3d51.4693768!4d-2.5756024?hl=en",Napolita Cafe51.4693768-2.5756024
bs2,1,The Cauldron Restaurant,"98 Mina Rd, Bristol BS2 9XW",,98 Mina Rd,Bristol,BS2 9XW,FC9F+VR Bristol,thecauldron.restaurant,0117 914 1321,"contact@thecauldron.restaurant,Contact@thecauldron.restaurant",51.469693,-2.5754771,No,Yes,Restaurant,4.6,207 reviews,,138+ Photos,https://lh5.googleusercontent.com/p/AF1QipM855H0_4NVw9mEBgO4SOiIzkN9t81tACvokNCA=w408-h544-k-no,,Closed,4–10pm,4–10pm,4–10pm,10am–10pm,10am–10pm,12–5pm,"https://www.google.com/maps/place/The+Cauldron+Restaurant/@51.469693,-2.5842318,15z/data=!4m8!1m2!2m1!1sbs2+restaurants!3m4!1s0x48718e15b560ac7b:0x86c67265206006de!8m2!3d51.469693!4d-2.5754771?hl=en",The Cauldron Restaurant51.469693-2.5754771
bs1,,Hart's Bakery,"35 Lower Approach Rd, Bristol BS1 6QS",,35 Lower Approach Rd,Bristol,BS1 6QS,CCX9+J6 Bristol,hartsbakery.co.uk,0117 992 4488,,51.4490137,-2.5819351,51.4490137-2.5819351,No,Yes,Bakery,4.8,653 reviews,,192+ Photos,https://lh5.googleusercontent.com/p/AF1QipMqi2e7cpZx2RfBnWdwkIoCtzfqq8MrvwIpo2EG=w408-h229-k-no,,Closed,7am–3pm,7am–3pm,7am–3pm,7am–3pm,7am–3pm,Closed,Hart's Bakery51.4490137-2.5819351
bs1,,Mercure Bristol Grand Hotel,"Broad St, Bristol BS1 2EL",,Broad St,Bristol,BS1 2EL,FC44+4J Bristol,accorhotels.com,0117 929 1645,nom@domaine.com,51.4552955,-2.5934572,51.4552955-2.5934572,Yes,Yes,,3.9,"1,344 reviews","Free Wi-Fi, Paid parking, Indoor Pool, Air-conditioned, Laundry service",839+ Photos,https://lh5.googleusercontent.com/p/AF1QipPT_vnXiv-J3SBKinxww_Q6UdGoaIDLL5X57Ykp=w530-h200-k-no,,,,,,,,,Mercure Bristol Grand Hotel51.4552955-2.5934572
bs1,,Ahmed's Masala Cafe,"2 Jacob's Wells Rd, Bristol BS8 1EA",,2 Jacob's Wells Rd,Bristol,BS8 1EA,F92R+CW Bristol,masalacafeonline.com,0117 930 4194,,51.4510962,-2.6076516,51.4510962-2.6076516,No,Yes,Indian takeaway,4.8,44 reviews,,13 Photos,https://lh5.googleusercontent.com/p/AF1QipMSzEjMwJv-9Wu7NyXCqaN3mjLuP01WWDKpysCQ=w408-h306-k-no,,5:30–11pm,Closed,5:30–11pm,5:30–11pm,5:30pm–12am,5:30pm–12am,5:30–11pm,Ahmed's Masala Cafe51.4510962-2.6076516
bs1,,Greggs,"St James' Court, Bristol BS1 3LH",,St James' Court,Bristol,BS1 3LH,FC54+HW Bristol,greggs.co.uk,0117 929 8451,,51.4589133,-2.592722,51.4589133-2.592722,No,Yes,Sandwich shop,4,19 reviews,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipPfwKJYJfftLdcjzPJb1YkK4QuG77-jKu7-BmWR=w408-h306-k-no,,7am–8pm,7am–8pm,7am–8pm,7am–8pm,7am–8pm,7am–8pm,9am–5pm,Greggs51.4589133-2.592722
bs1,,Swoon Gelato,"31 College Green, Bristol BS1 5TB",,31 College Green,Bristol,BS1 5TB,F93X+4X Bristol,swoononaspoon.co.uk,0117 929 0093,,51.452757,-2.600053,51.452757-2.600053,No,Yes,Ice cream shop,4.7,745 reviews,,177+ Photos,https://lh5.googleusercontent.com/p/AF1QipPISVDHWPn4hD9nsmW8Y7h_Q9aHXxXqalx6TPvn=w408-h306-k-no,,10am–10:30pm,10am–10:30pm,10am–10:30pm,10am–10:30pm,10am–11pm,10am–11pm,10am–10:30pm,Swoon Gelato51.452757-2.600053
bs1,,Lockside,"1 Brunel Lock Rd, Bristol BS1 6XS",,1 Brunel Lock Rd,Bristol,BS1 6XS,C9WH+XJ Bristol,lockside.net,0117 925 5800,,51.4474105,-2.6209226,51.4474105-2.6209226,No,No,Cafe,4.5,204 reviews,,64+ Photos,https://lh5.googleusercontent.com/p/AF1QipN_qbOTFD6qu1OIWvka6HyRUoUgOy3CyyBkDa8m=w408-h229-k-no,,7am–4pm,7am–4pm,7am–4pm,7am–4pm,7am–4pm,8am–4pm,9am–4pm,Lockside51.4474105-2.6209226
bs1,,Red Light,"1 Unity St, Bristol BS1 5HH",,1 Unity St,Bristol,BS1 5HH,F93X+8P Bristol,redlightbristol.xxx,0117 929 1453,info@redlightbristol.xxx,51.4532797,-2.6007321,51.4532797-2.6007321,No,Yes,Bar,4.4,186 reviews,,42 Photos,https://lh5.googleusercontent.com/p/AF1QipNEgQawcyzaueopIR1D-zzMm9VHR9kUxivFzWmj=w408-h306-k-no,,7pm–1am,7pm–1am,7pm–1am,7pm–1am,7pm–3am,7pm–3am,Closed,Red Light51.4532797-2.6007321
bs1,,Eat a Pitta,"67A Gloucester Rd, Bristol BS7 8AD",,67A Gloucester Rd,Bristol,BS7 8AD,FCC5+Q6 Bristol,eatapitta.co.uk,0117 942 6637,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,51.471904,-2.591923,51.471904-2.591923,No,Yes,Falafel restaurant,4.8,251 reviews,,68+ Photos,https://lh5.googleusercontent.com/p/AF1QipO2Gpj7VhUHZ2XAblNb5mIFMVG7rNro1pg3jPI-=w408-h229-k-no,,11am–8:45pm,11am–8:45pm,11am–8:45pm,11am–8:45pm,11am–8:45pm,11am–8:45pm,11:30am–6pm,Eat a Pitta51.471904-2.591923
bs1,,Aqua Italia,"153 Whiteladies Rd, Bristol BS8 2RF",,153 Whiteladies Rd,Bristol,BS8 2RF,F99P+6W Bristol,aqua-restaurant.com,0117 973 3314,info@aqua-restaurant.com,51.4680175,-2.6126888,51.4680175-2.6126888,No,Yes,Italian restaurant,4.1,197 reviews,,47+ Photos,https://lh5.googleusercontent.com/p/AF1QipP08dlzkvRwZoBfmXdy76bt_ZuFec7swkHT1ILc=w408-h229-k-no,,9:30am–10pm,9:30am–10pm,9:30am–10pm,9:30am–10pm,9:30am–10:30pm,9:30am–10:30pm,9:30am–10pm,Aqua Italia51.4680175-2.6126888
bs1,,Turtle Bay,"Turtle Bay, 221-223 Cheltenham Rd, Bristol BS6 5QP",Turtle Bay,221-223 Cheltenham Rd,Bristol,BS6 5QP,FC94+RG Bristol,turtlebay.co.uk,0117 923 2953,,51.4696034,-2.5937073,51.4696034-2.5937073,No,Yes,Caribbean restaurant,4.1,234 reviews,,82+ Photos,https://lh5.googleusercontent.com/p/AF1QipNzMM7Ui6qlg89j4OtM1xo5lh9oOIuHW2IEndXP=w408-h306-k-no,,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–12:30am,10am–1:30am,10am–1:30am,10am–11:30pm,Turtle Bay51.4696034-2.5937073
bs1,,Greggs,"The Mall Galleries, CG12, Bristol BS1 3XD",The Mall Galleries,CG12,Bristol,BS1 3XD,FC46+P3 Bristol,greggs.co.uk,0117 925 1883,,51.4567521,-2.5897623,51.4567521-2.5897623,No,Yes,Bakery,4,29 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipOPDnzgLDqRc4J4aenPtqRapEb2KIngSna3cLA6=w408-h544-k-no,,9am–6:30pm,9am–6:30pm,9am–6:30pm,9am–6:30pm,9am–6:30pm,9:30am–6pm,9:30am–4:30pm,Greggs51.4567521-2.5897623
bs1,,V-Shed,"Canon's Rd, Bristol BS1 5UH",,Canon's Rd,Bristol,BS1 5UH,CCX2+WG Bristol,jdwetherspoon.com,0117 952 9950,,51.4498184,-2.5986994,51.4498184-2.5986994,Yes,No,Pub,3.8,"1,814 reviews",,1106+ Photos,https://lh5.googleusercontent.com/p/AF1QipNGFIknSHiNr52WaraGNBiCcy2rc1i73ZBstBX3=w408-h229-k-no,,8am–12am,8am–1am,8am–2am,8am–2am,8am–2am,8am–3am,8am–12am,V-Shed51.4498184-2.5986994
bs1,,Mud Dock Cycleworks,"40 The Grove, Bristol BS1 4RB",,40 The Grove,Bristol,BS1 4RB,CCX3+MR Bristol,mud-dock.co.uk,0117 929 2151,"mail@mud-dock.co.uk,cafe@mud-dock.co.uk",51.449239,-2.59538,51.449239-2.59538,Yes,Yes,Bicycle Shop,3.9,68 reviews,,51+ Photos,https://lh5.googleusercontent.com/p/AF1QipNcS7cNiFg6YOS3fEzVI1VWWTDgLEYe9vk1KD10=w408-h286-k-no,,9am–6pm,9am–6pm,9am–6pm,9am–6pm,9am–6pm,9am–6pm,10am–5pm,Mud Dock Cycleworks51.449239-2.59538
bs1,,Hotel du Vin Bristol,"The Sugar House, Narrow Lewins Mead, Bristol BS1 2NU",The Sugar House,Narrow Lewins Mead,Bristol,BS1 2NU,FC43+M9 Bristol,hotelduvin.com,0117 403 2979,"info.birmingham@hotelduvin.com ,reception.brighton@hotelduvin.com ,theteam@hotelduvin.com ,info.bristol@hotelduvin.com ,info.cambridge@hotelduvin.com ,info.cheltenham@hotelduvin.com ,reception.edinburgh@hotelduvin.com ,reception.exeter@hotelduvin.com,reservations.odg@hotelduvin.com ,reception.harrogate@hotelduvin.com ,info.henley@hotelduvin.com ,info.newcastle@hotelduvin.com ,info.poole@hotelduvin.com ,reservations.standrews@hotelduvin.com,reception.tunbridgewells@hotelduvin.com ,reception.wimbledon@hotelduvin.com ,info.winchester@hotelduvin.com , info.york@hotelduvin.com ,careerenquiries@malmaison.com,pressmh@hudsonsandler.com,infogov@hotelduvin.com,info.birmingham@hotelduvin.com,reception.brighton@hotelduvin.com,theteam@hotelduvin.com,info.bristol@hotelduvin.com,info.cambridge@hotelduvin.com,info.cheltenham@hotelduvin.com,reception.edinburgh@hotelduvin.com,reservations.odg@hotelduvin.com,reception.harrogate@hotelduvin.com,info.henley@hotelduvin.com,info.newcastle@hotelduvin.com,info.poole@hotelduvin.com,reception.tunbridgewells@hotelduvin.com,reception.wimbledon@hotelduvin.com,info.winchester@hotelduvin.com,info.york@hotelduvin.com,eventsdesk@hotelduvin.com,careerenquiries@hotelduvin.com,marketing@hotelduvin.com,pressMH@hudsonsandler.com",51.4566962,-2.596574,51.4566962-2.596574,No,Yes,,4.4,510 reviews,"Free Wi-Fi, Air-conditioned, Laundry service, Room service",545+ Photos,https://lh5.googleusercontent.com/p/AF1QipPOnZ8bg87fI6UEsWGy87VEUe2hfdlKcZSfdojx=w408-h542-k-no,,,,,,,,,Hotel du Vin Bristol51.4566962-2.596574
bs1,,Pasta Loco,"37A Cotham Hill, Bristol BS6 6JY",,37A Cotham Hill,Bristol,BS6 6JY,F97R+HP Bristol,pastaloco.co.uk,0117 973 3000,hello@pastaloco.co.uk,51.463901,-2.608128,51.463901-2.608128,No,Yes,Italian restaurant,4.8,269 reviews,,146+ Photos,https://lh5.googleusercontent.com/p/AF1QipOknbMseIGlfELBIImlGaP2NauFZfw1aYMMQs7F=w408-h272-k-no,,6–10pm,"12–2:30pm, 6–10pm","12–2:30pm, 6–10pm","12–2:30pm, 6–10pm","12–2:30pm, 6–10pm","12–2:30pm, 6–10pm",Closed,Pasta Loco51.463901-2.608128
bs1,,Subway,"8, Transom House, Victoria St, Bristol BS1 6AH","8,  Transom House",Victoria St,Bristol,BS1 6AH,FC26+PV Bristol,subway.co.uk,0117 958 1581,,51.451812,-2.587821,51.451812-2.587821,No,Yes,Sandwich shop,3.8,106 reviews,,8 Photos,https://lh5.googleusercontent.com/p/AF1QipNryKwF7lcXNlQarPWUXlCIqrPvl683koA6WK_7=w408-h229-k-no,,7am–9pm,7am–9pm,7am–9pm,7am–9pm,7am–9pm,8am–9pm,9am–6pm,Subway51.451812-2.587821
bs1,,BrewDog Bristol,"58 Baldwin St, Bristol BS1 1QW",,58 Baldwin St,Bristol,BS1 1QW,FC35+C2 Bristol,brewdog.com,0117 927 9258,"hello@brewdog.com,nas@brewdog.com",51.4536068,-2.5924337,51.4536068-2.5924337,No,Yes,Bar,4.4,"1,259 reviews",,509+ Photos,https://lh5.googleusercontent.com/p/AF1QipME9t9brYM3Zug7x6AGpum5GlM8wCeKH5q-MMs=w408-h306-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,11:30am–1am,12pm–12am,BrewDog Bristol51.4536068-2.5924337
bs1,,Just Chips,"7 St Augustine's Parade, Bristol BS1 4XG",,7 St Augustine's Parade,Bristol,BS1 4XG,FC32+4P Bristol,,0117 929 0380,,51.4527898,-2.598163,51.4527898-2.598163,No,Yes,Frituur,4.9,345 reviews,,38 Photos,https://lh5.googleusercontent.com/p/AF1QipN4HHfn5WVeICeweXkC32CgO60ClmmSxZfbme5s=w408-h408-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,Just Chips51.4527898-2.598163
bs1,,River City,"130 Cumberland Rd, Bristol BS1 6UX",,130 Cumberland Rd,Bristol,BS1 6UX,C9WR+Q8 Bristol,facebook.com,0117 929 2109,,51.4469485,-2.6091753,51.4469485-2.6091753,No,No,Bar,4.7,13 reviews,,,//geo1.ggpht.com/cbk?panoid=SgrvrkXroZ6kLFLrrMAg4Q&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=6.8166413&pitch=0&thumbfov=100,,,,,,,,,River City51.4469485-2.6091753
bs1,,Broken Dock,"Millennium Promenade, Bristol BS1 5SY",,Millennium Promenade,Bristol,BS1 5SY,C9XV+QQ Bristol,brokendock.co.uk,0117 325 0898,info@brokendock.co.uk,51.4494689,-2.6055722,51.4494689-2.6055722,No,Yes,Bar,4.3,169 reviews,,74+ Photos,https://lh5.googleusercontent.com/p/AF1QipOak2H8THAqz5HBpmR_Yt8HRL1KClrh8r0zCC-A=w408-h306-k-no,,11am–5pm,11am–5pm,11am–10pm,11am–11pm,11am–11pm,9:30am–11pm,9:30am–7pm,Broken Dock51.4494689-2.6055722
bs1,,Ironworks Supply Co,"51 Broad St, Bristol BS1 2EP",,51 Broad St,Bristol,BS1 2EP,FC44+6F Bristol,ironworkssupply.co.uk,0117 929 2220,,51.4555173,-2.5938743,51.4555173-2.5938743,Yes,Yes,Cafe,4.6,303 reviews,,153+ Photos,https://lh5.googleusercontent.com/p/AF1QipPkoYcXS1HRRkFld9EzoWMW4I90wllZw2E7Wf2g=w408-h270-k-no,,8am–5pm,8am–5pm,8am–5pm,8am–5pm,8am–5pm,9am–5pm,9am–4pm,Ironworks Supply Co51.4555173-2.5938743
bs1,,Pret A Manger,"SU5OG, Bristol BS1 3BD",,SU5OG,Bristol,BS1 3BD,FC58+H2 Bristol,pret.com,0117 929 9201,,51.458883,-2.584919,51.458883-2.584919,No,Yes,Cafe,4.1,127 reviews,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipP863u2PPLZfMbZS_liDaleQC5ixdWjg8AibrSq=w408-h725-k-no,,7:30am–8pm,7:30am–8pm,7:30am–8pm,7:30am–8pm,7:30am–8pm,8:30am–8pm,9am–6pm,Pret A Manger51.458883-2.584919
bs1,,Watershed,"1 Canon's Rd, Bristol BS1 5TX",,1 Canon's Rd,Bristol,BS1 5TX,FC22+HM Bristol,watershed.co.uk,0117 927 5100,info@watershed.co.uk,51.451392,-2.598259,51.451392-2.598259,Yes,Yes,Cinema,4.5,"1,191 reviews",,507+ Photos,https://lh5.googleusercontent.com/p/AF1QipMzCxWh9O0_nv3Ar3dyaLSmDxJYZ6h6JGnN11LA=w408-h229-k-no,,,,,,,,,Watershed51.451392-2.598259
bs1,,CUPP,"31 St Stephen's St, Bristol BS1 1JX",,31 St Stephen's St,Bristol,BS1 1JX,FC34+F3 Bristol,cuppbubbletea.co.uk,07516 389162,hello@cuppbubbletea.co.uk,51.4536933,-2.59478,51.4536933-2.59478,No,Yes,Bubble tea store,4.6,74 reviews,,58+ Photos,https://lh5.googleusercontent.com/p/AF1QipPFrTS1bIHiFI0oeyI1r2x7QNzU-lRMNgZgAW-H=w408-h306-k-no,,11am–7:30pm,11am–7:30pm,11am–7:30pm,11am–7:30pm,11am–7:30pm,11am–7:30pm,12–6pm,CUPP51.4536933-2.59478
bs1,,Hy-Brasil Music Club,"7-9 Baldwin St, Bristol BS1 1RU",,7-9 Baldwin St,Bristol,BS1 1RU,FC33+FG Bristol,hybrasilmusicclub.com,0117 930 4370,,51.453701,-2.5961387,51.453701-2.5961387,No,Yes,Bar,4.1,486 reviews,,154+ Photos,https://lh5.googleusercontent.com/p/AF1QipP1P0RDjEjyQwojlH78n8XI0ZE0jlyQxk-s-6CP=w408-h272-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–2am,12pm–2am,12pm–12am,Hy-Brasil Music Club51.453701-2.5961387
bs1,,Premer Inn Bristol City Centre (Finzels Reach) Hotel,"Finzels Reach, Counterslip, Bristol BS1 6BX",Finzels Reach,Counterslip,Bristol,BS1 6BX,FC36+9F Bristol,premierinn.com,0871 622 2428,,51.4534666,-2.5888185,51.4534666-2.5888185,No,Yes,,4.2,366 reviews,"Free Wi-Fi, Paid parking, Child friendly",108+ Photos,https://lh5.googleusercontent.com/p/AF1QipPwUM46E1BFR5auPikiQftXk5MP6X8ZSzo8eDty=w408-h235-k-no,,,,,,,,,Premer Inn Bristol City Centre (Finzels Reach) Hotel51.4534666-2.5888185
bs1,,"Walkabout, Bristol","40 Corn St, Bristol BS1 1HQ",,40 Corn St,Bristol,BS1 1HQ,FC34+P7 Bristol,walkaboutbars.co.uk,0117 930 0181,"info@walkaboutbars.co.uk,info@walkaboutbars.co.uk",51.4543262,-2.5942932,51.4543262-2.5942932,Yes,Yes,Sports bar,3.8,683 reviews,,118+ Photos,https://lh5.googleusercontent.com/p/AF1QipOj5N38CEvQ2R7dyYUDuVwpkqzpFpaAmRcGgDkj=w408-h268-k-no,,11am–11pm,11am–4am,11am–11pm,11am–12am,11am–2:30am,11am–3am,12–11pm,"Walkabout, Bristol51.4543262-2.5942932"
bs1,,Suyuan,"Grove Ave, Bristol BS1 4LU",,Grove Ave,Bristol,BS1 4LU,CCX4+V3 Bristol,suyuan.co.uk,0117 329 8479,booking@suyuan.co.uk,51.4496539,-2.594835,51.4496539-2.594835,No,Yes,Restaurant,4.8,86 reviews,,47+ Photos,https://lh5.googleusercontent.com/p/AF1QipO0RoVJX_zaRY_T6nCJ6MST1293MA69jM_-2A2Q=w408-h229-k-no,,,,,,,,,Suyuan51.4496539-2.594835
bs1,,The Ostrich,"Lower Guinea St, Bristol BS1 6TJ",,Lower Guinea St,Bristol,BS1 6TJ,CCX4+4C Bristol,butcombe.com,0117 927 3776,"info@butcombe.com,youremail@mail.co.uk",51.4478608,-2.5939266,51.4478608-2.5939266,No,Yes,Pub,4,507 reviews,,130+ Photos,https://lh5.googleusercontent.com/p/AF1QipMuFCN7803Lqz1KvJMlXeudGHAYQ6fqq61vA-K8=w408-h229-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,The Ostrich51.4478608-2.5939266
bs1,,The Crazy Fox,"34-36 The Arcade, Bristol BS1 3JD",,34-36 The Arcade,Bristol,BS1 3JD,FC55+3X Bristol,,,,51.4577258,-2.5900718,51.4577258-2.5900718,Yes,Yes,Coffee shop,4.4,345 reviews,,155+ Photos,https://lh5.googleusercontent.com/p/AF1QipOhTbGPS3NTgRAWoB6vBYdfC61gFavA7sTFrF9N=w408-h271-k-no,,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–6pm,9:30am–6pm,The Crazy Fox51.4577258-2.5900718
bs1,,Sandwich Sandwich,"48-52 Baldwin St, Bristol BS1 1QQ",,48-52 Baldwin St,Bristol,BS1 1QQ,FC34+7M Bristol,sandwichsandwich.co.uk,0117 929 2330,"catering@sandwichsandwich.co.uk,info@sandwichsandwich.co.uk",51.453178,-2.5933238,51.453178-2.5933238,Yes,Yes,Sandwich shop,4.2,38 reviews,,59 Photos,https://lh5.googleusercontent.com/p/AF1QipNUrv-l4b9ne0n1mU-tCAn3mprKUzYSK-JNq7OI=w408-h247-k-no,,7am–3:30pm,7am–3:30pm,7am–3:30pm,7am–3:30pm,7am–3:30pm,Closed,Closed,Sandwich Sandwich51.453178-2.5933238
bs1,,Côte,"Quakers Friars, Bristol BS1 3BU",,Quakers Friars,Bristol,BS1 3BU,FC56+3F Bristol,cote.co.uk,0117 428 9958,"TEST@lTEST.com,barnes@cote.co.uk,amersham@cote.co.uk,bank@cote.co.uk,barbican@cote.co.uk,basingstoke@cote.co.uk,bath@cote.co.uk,battersearise@cote.co.uk,birmingham@cote.co.uk,bishopsstortford@cote.co.uk,blackheath@cote.co.uk,bluewater@cote.co.uk,Bournemouth@cote-restaurants.co.uk,brighton@cote.co.uk,clifton@cote.co.uk,quakersfriars@cote.co.uk,bury@cote.co.uk,cambridge@cote.co.uk,canterbury@cote.co.uk,cardiffbay@cote.co.uk,cardiffcentral@cote.co.uk,charlottestreet@cote.co.uk,chelmsford@cote.co.uk,cheltenham@cote.co.uk,chester@cote.co.uk,chichester@cote.co.uk,chislehurst@cote.co.uk,chiswick@cote.co.uk,cirencester@cote.co.uk,cobham@cote.co.uk,coventgarden@cote.co.uk,dorchester@cote.co.uk,dorking@cote.co.uk,ealing@cote.co.uk,edinburgh@cote.co.uk,esher@cote.co.uk,exeter@cote.co.uk,farnham@cote.co.uk,fulham@cote.co.uk,glasgow@cote.co.uk,Gloucester@cote.co.uk,godalming@cote.co.uk,guildford@cote.co.uk,hampstead@cote.co.uk,Harpenden@cote.co.uk,harrogate@cote.co.uk,haysgalleria@cote.co.uk,haywardsheath@cote.co.uk,highgate@cote.co.uk,horsham@cote.co.uk,islington@cote.co.uk,kensington@cote.co.uk,kingston@cote.co.uk,leamingtonspa@cote.co.uk,leeds@cote.co.uk,lewes@cote.co.uk,liverpool@cote.co.uk,maidstone@cote.co.uk,manchester@cote.co.uk,marketplace@cote.co.uk,marlow@cote.co.uk,marylebone@cote.co.uk,muswellhill@cote.co.uk,newbury@cote.co.uk,newcastle@cote.co.uk,norwich@cote.co.uk,oxford@cote.co.uk,parsonsgreen@cote.co.uk,peterborough@cote.co.uk,reading@cote.co.uk,reigate@cote.co.uk,richmond@cote.co.uk,royalfestivalhall@cote.co.uk,salisbury@cote.co.uk,sevenoaks@cote.co.uk,shrewsbury@cote.co.uk,sloanesquare@cote.co.uk,soho@cote.co.uk,stalbans@cote.co.uk,stchristophersplace@cote.co.uk,skd@cote.co.uk,stmartinslane@cote.co.uk,stpauls@cote.co.uk,teddington@cote.co.uk,tunbridgewells@cote.co.uk,watford@cote.co.uk,welwyngardencity@cote.co.uk,westbridgford@cote.co.uk,westbournegrove@cote.co.uk,weybridge@cote.co.uk,wimbledon@cote.co.uk,winchester@cote.co.uk,windsor@cote.co.uk,woking@cote.co.uk,wokingham@cote.co.uk,worcester@cote.co.uk,york@cote.co.uk",51.4576573,-2.5887996,51.4576573-2.5887996,No,No,Brasserie,5,2 reviews,,,//geo0.ggpht.com/cbk?panoid=wYiqdhNfqxfMNYFmCOIFCA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=194.30644&pitch=0&thumbfov=100,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,Closed,Closed,Côte51.4576573-2.5887996
bs1,,Society Café,"Farr's Ln, Narrow Quay, Bristol BS1 4QA",Farr's Ln,Narrow Quay,Bristol,BS1 4QA,CCX3+X2 Bristol,society-cafe.com,0117 930 4660,contact@society-cafe.com,51.4499676,-2.5974058,51.4499676-2.5974058,No,Yes,Coffee Shop,4.5,322 reviews,,148+ Photos,https://lh5.googleusercontent.com/p/AF1QipPd5ZQDRXwlHyyJ36JpSx_tkBfltpwxg2_y9bL9=w408-h272-k-no,,7:30am–6:30pm,7:30am–6:30pm,7:30am–6:30pm,7:30am–6:30pm,7:30am–6:30pm,7:30am–6:30pm,9am–6pm,Society Café51.4499676-2.5974058
bs1,,Quigleys,"5 St Augustine's Parade, Bristol BS1 4XG",,5 St Augustine's Parade,Bristol,BS1 4XG,FC32+4P Bristol,,0117 925 0619,,51.4527628,-2.598187,51.4527628-2.598187,No,No,Restaurant,3.5,93 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipNoKozI4ECXoZBBnxII8HRmyzRLwcmUGjm1ivlM=w408-h306-k-no,,11am–3am,11am–2am,11am–2am,11am–4am,11am–4am,11am–5am,11am–3am,Quigleys51.4527628-2.598187
bs1,,M&M Kebabs & Burgers,"3 St Augustine's Parade, Bristol BS1 4XG",,3 St Augustine's Parade,Bristol,BS1 4XG,FC32+3M Bristol,,0117 382 6772,,51.45267,-2.598256,51.45267-2.598256,No,Yes,Kebab Shop,3.6,67 reviews,,35 Photos,https://lh5.googleusercontent.com/p/AF1QipOnbKnQfNc1neToLS48oupwrpkA1G4EuUzc2KBp=w408-h229-k-no,,11am–3am,11am–3am,11am–3am,11am–3am,11am–4am,11am–4am,11am–2am,M&M Kebabs & Burgers51.45267-2.598256
bs1,,Shore Cafe Bar,"Prince St, Bristol BS1 4QF",,Prince St,Bristol,BS1 4QF,FC23+33 Bristol,doylecollection.com,0117 923 0333,data_protection@doylecollection.com,51.450126,-2.597314,51.450126-2.597314,No,Yes,Cafe,3.5,20 reviews,,26 Photos,https://lh5.googleusercontent.com/p/AF1QipNT9zbvxjT0lBKixPI95KQtlqNG44J0Rv-ZMDP4=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,Shore Cafe Bar51.450126-2.597314
