Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Closed,Category,Rating,5_Star,4_Star,3_Star,2_Star,1_Star,Total_Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
pubs near london SW19,Fox & Hounds,"167 Upper Richmond Rd, Putney, London SW15 6SE",167 Upper Richmond Rd,Putney,London,SW15 6SE,FQ6J+9W London,greatukpubs.co.uk,020 8788 1912,lambandlion.bath@stonegatepubs.com,51.4609084,-0.2176433,No,Yes,Closed.,Pub,4,207,138,84,17,23,469,,,https://lh5.googleusercontent.com/p/AF1QipM13tFp4ToRCRevPy_PQsN9PMzLnGyB3qiSODpW=w408-h306-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–12am,11am–10:30pm,"https://www.google.com/maps/place/Fox+%26+Hounds/@51.4414549,-0.2147513,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f11925626cb:0x76ce24ee53cfb7fc!8m2!3d51.4609084!4d-0.2176433?hl=en"
pubs near london SW19,Tunnel 267,"267 The Broadway, London SW19 1SD",,267 The Broadway,London,SW19 1SD,CR94+Q4 London,tunnel267.com,020 8540 0080,"dan@tunnel267.com,weare@tunnel267.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,DAN@TUNNEL267.COM",51.4194439,-0.1946464,No,Yes,Closed today,Nightclub,3.8,68,13,17,4,22,124,,,https://lh5.googleusercontent.com/p/AF1QipMm3zy9E9aOqwhN-J9cfK_Rq0P0XCUDoQjDWlqc=w449-h240-k-no,,Closed,Closed,Closed,10pm–3am,10pm–3am,10pm–3am,10pm–2am,"https://www.google.com/maps/place/Tunnel+267/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487608a5ecba7807:0xb55f24123fa0b221!8m2!3d51.4194439!4d-0.1946464?hl=en"
pubs near london SW19,The Royal Oak,"90 Coombe Rd, New Malden KT3 4RD",,90 Coombe Rd,New,Malden KT3 4RD,CP5R+2J New Malden,royaloaknewmalden.co.uk,020 8942 0837,hello@royaloaknewmalden.co.uk,51.4075155,-0.2583937,No,Yes,Closed.,Pub,4,135,109,43,10,21,318,,,https://lh5.googleusercontent.com/p/AF1QipPXJKRUrcvoefHKUhU3q5J2qa4LnTWoLFsfq6th=w425-h240-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11:30pm,12–11:30pm,12–10pm,"https://www.google.com/maps/place/The+Royal+Oak/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876096ad10ce0c5:0xabfcd7dc0dc4f87!8m2!3d51.4075155!4d-0.2583937?hl=en"
pubs near london SW19,The Antelope,"76 Mitcham Rd, Tooting, London SW17 9NG",76 Mitcham Rd,Tooting,London,SW17 9NG,CRGM+CM London,theantelopepub.com,020 8672 3888,antelope@anticlondon.com,51.4261242,-0.1658409,No,Yes,Closed.,Gastropub,4.3,359,270,69,19,21,738,,,https://lh5.googleusercontent.com/p/AF1QipPIezdZegBnRZpf6uBeZKe9q3qZwf3JDSx8vtfS=w408-h306-k-no,,4–11pm,4–11pm,4–11pm,4pm–12am,4pm–1am,12pm–1am,12–11pm,"https://www.google.com/maps/place/The+Antelope/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876060b606f799b:0xca4bdba2af73642c!8m2!3d51.4261242!4d-0.1658409?hl=en"
pubs near london SW19,The Long Room Bar & Hotel,"130 Mitcham Rd, Tooting, London SW17 9NH",130 Mitcham Rd,Tooting,London,SW17 9NH,CRFP+VC London,thelongroombar.co.uk,020 8672 5771,info@thelongroombar.co.uk,51.4246815,-0.1639317,No,Yes,,,3.9,88,49,34,10,18,199,"Free Wi-Fi, Free parking",,//lh6.googleusercontent.com/proxy/rIpR9VRLgefWuc7V-CSmKXpCQ7bH0z_hitw5nQgB55UAaxErSS5WHLPlRUTi0S08efqLXoeVZOWqT54Xf_L-lFZb8ZlbZHJ4QloRVitDFLeiyB-bzkou0wgMAkWroeP5LV2-AznbGsqMufFPCxVXYdcVm9qXEw=w437-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Long+Room+Bar+%26+Hotel/@51.4317081,-0.2670838,12z/data=!4m12!1m3!2m2!1spubs+near+london+SW19!6e5!3m7!1s0x487606734cbf0b79:0xb07e5b6031cf84cc!5m2!4m1!1i2!8m2!3d51.4246815!4d-0.1639317?hl=en"
pubs near london SW19,The Trafalgar Arms,"148-156 Tooting High St, Tooting, London SW17 0RT",148-156 Tooting High St,Tooting,London,SW17 0RT,CRGH+3G London,thetrafalgararms.co.uk,020 3437 0874,"trafalgararmsevents@youngs.co.uk,enquiries@youngs.co.uk",51.4251403,-0.1711463,No,Yes,Closed.,Gastropub,4.2,222,158,65,16,18,479,,,https://lh5.googleusercontent.com/p/AF1QipP-juZfLbVWT0y_5Wwv-AaZw_tFMrjt9JVpjSgi=w408-h408-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–10:30pm,"https://www.google.com/maps/place/The+Trafalgar+Arms/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876060eb8c8fd25:0xb019f5c254e26796!8m2!3d51.4251403!4d-0.1711463?hl=en"
pubs near london SW19,The Alma Hotel,"499 Old York Rd, Wandsworth, London SW18 1TF",499 Old York Rd,Wandsworth,London,SW18 1TF,FR66+7W London,almawandsworth.com,020 8870 2537,alma@youngs.co.uk,51.4607391,-0.1877245,No,Yes,,,4.3,328,227,71,20,17,663,"Free Wi-Fi, Paid parking, Accessible, Air-conditioned, Laundry service",,,,,,,,,,,"https://www.google.com/maps/place/The+Alma+Hotel/@51.4414549,-0.2147513,13z/data=!4m12!1m3!2m2!1spubs+near+london+SW19!6e5!3m7!1s0x48760f6283548003:0x8dc3d28005bd62b1!5m2!4m1!1i2!8m2!3d51.4607391!4d-0.1877245?hl=en"
pubs near london SW19,The Earlsfield Gastropub,"511 Garratt Ln, Earlsfield, London SW18 4SW",511 Garratt Ln,Earlsfield,London,SW18 4SW,CRR6+WQ London,theearlsfield.com,020 8871 4221,"events@theearlsfield.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.4423572,-0.1881096,No,Yes,Closed.,Gastropub,4.2,202,122,35,13,17,389,,,https://lh5.googleusercontent.com/p/AF1QipPRBhM4MC2J43ivBXaTMJjQHMF6f6rqOz502C8p=w408-h272-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,11am–2am,12–10:30pm,"https://www.google.com/maps/place/The+Earlsfield+Gastropub/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f580dda71b1:0x5e2ff90b8070f82!8m2!3d51.4423572!4d-0.1881096?hl=en"
pubs near london SW19,Estella,"169 Arthur Rd, Wimbledon Park, London SW19 8AD",169 Arthur Rd,Wimbledon Park,London,SW19 8AD,"CRM2+XM Wimbledon Park, London",,020 8946 6518,,51.4349682,-0.1982802,No,No,Closed.,Spanish restaurant,3.2,20,6,3,4,17,50,,,,,"11am–3pm, 5–11pm","11am–3pm, 5–11pm","11am–3pm, 5–11pm","11am–3pm, 5–11pm","11am–3pm, 5–11pm","11am–3pm, 5–11pm",1–10pm,"https://www.google.com/maps/place/Estella/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f520d920da5:0x1fb1df579a18787e!8m2!3d51.4349682!4d-0.1982802?hl=en"
pubs near london SW19,Charles Holden,"198 High Street Colliers Wood, Colliers Wood, London SW19 2BH",198 High Street Colliers Wood,Colliers Wood,London,SW19 2BH,"CR9C+5G Colliers Wood, London",charlesholden.pub,020 8540 1918,"hello@charlesholden.pub,HELLO@CHARLESHOLDEN.PUB",51.4178921,-0.1786394,No,No,Closed.,Pub,4.3,390,248,71,18,17,744,,,https://lh5.googleusercontent.com/p/AF1QipOSyHsct_GoDJyEuTa-UBIWwAcrTY85_fIlOaEa=w408-h240-k-no-pi-0-ya30.000002-ro-0-fo100,,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/Charles+Holden/@51.4672891,-0.2615034,11z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876061afe36e64b:0xde986236058e6200!8m2!3d51.4178921!4d-0.1786394?hl=en"
pubs near london SW19,Hagen & Hyde,"157 Balham High Rd, Balham, London SW12 9AU",157 Balham High Rd,Balham,London,SW12 9AU,CRVX+H3 London,hagenandhyde.com,020 8772 0016,hagen@anticlondon.com,51.4439112,-0.1522542,No,Yes,Closed.,Pub,4.2,246,230,81,14,15,586,,,https://lh5.googleusercontent.com/p/AF1QipOt3VyTgPvMXUlWmUj7oJVSPtGffGL4IwgREDEH=w408-h272-k-no,,12–11pm,12–11pm,3–11pm,12pm–12am,12pm–2am,12pm–2am,12–11pm,"https://www.google.com/maps/place/Hagen+%26+Hyde/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487605cf797fcf67:0x964d18aeafc3bdbd!8m2!3d51.4439112!4d-0.1522542?hl=en"
pubs near london SW19,Spotted Horse,"122 Putney High St, Putney, London SW15 1RG",122 Putney High St,Putney,London,SW15 1RG,FQ7M+3F London,spottedhorse.co.uk,020 8788 0246,"enquiries@youngs.co.uk,spottedhorse@youngs.co.uk",51.4626451,-0.2163738,No,Yes,Closed.,Pub,4.4,502,286,93,20,15,916,,,https://lh5.googleusercontent.com/p/AF1QipORXmqj7tTDayvSDpDmKQ528D8j1Iw_fdsa1nxC=w408-h272-k-no,,10am–12am,10am–12am,10am–12am,10am–12am,10am–12am,10am–12am,12–11pm,"https://www.google.com/maps/place/Spotted+Horse/@51.4414549,-0.2147513,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f0dfa7c8727:0x815c9a8077009fb8!8m2!3d51.4626451!4d-0.2163738?hl=en"
pubs near london SW19,Casuarina Tree,"#407, London Rd, Mitcham CR4 4BG",#407,London Rd,Mitcham,CR4 4BG,9RXH+53 Mitcham,casuarinatree.com,020 8648 4868,info@casuarinatree.com,51.3979881,-0.1722846,No,Yes,,,4.1,101,50,24,6,15,196,"Free Wi-Fi, Free breakfast, Free parking, Accessible",,,,,,,,,,,"https://www.google.com/maps/place/Casuarina+Tree/@51.4273234,-0.2598661,12z/data=!4m12!1m3!2m2!1spubs+near+london+SW19!6e5!3m7!1s0x487606308b5a0267:0xf57f9fc559ff504e!5m2!4m1!1i2!8m2!3d51.3979881!4d-0.1722846?hl=en"
pubs near london SW19,"Spread Eagle, Wandsworth","71 Wandsworth High St, London SW18 2PT",,71 Wandsworth High St,London,SW18 2PT,"FR45+M3 London Borough of Wandsworth, London",rampubcompany.co.uk,020 8877 9809,,51.4566468,-0.1922978,No,No,Closed.,Pub,4,84,56,28,14,12,194,,,https://lh5.googleusercontent.com/p/AF1QipO96xVhFtUCZbh8bDBP6jyfjdspHVLQ1X0AbV0_=w408-h271-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,12–11pm,"https://www.google.com/maps/place/Spread+Eagle,+Wandsworth/@51.4317081,-0.2670838,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f615dca695f:0x7b131877490969b0!8m2!3d51.4566468!4d-0.1922978?hl=en"
pubs near london SW19,Kings Arms,"260 London Rd, Mitcham CR4 3HD",,260 London Rd,Mitcham,CR4 3HD,CR4P+F8 Mitcham,,020 8648 0896,,51.4062485,-0.1641555,No,Yes,Closed.,Pub,3.4,23,10,15,6,12,66,,17 Photos,https://lh5.googleusercontent.com/p/AF1QipM_bB6C3VK37x8r-WI-4P0MjZv4cGvJDwHHUfg=w408-h306-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,11am–12pm,11am–11pm,12–11pm,"https://www.google.com/maps/place/Kings+Arms/@51.4317081,-0.2670838,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876063f7b947aa1:0x348793b996a81ff!8m2!3d51.4062485!4d-0.1641555?hl=en"
pubs near london SW19,The Woodman Pub,"222 Durnsford Rd, Wimbledon Park, London SW19 8DR",222 Durnsford Rd,Wimbledon Park,London,SW19 8DR,CRM3+VF London,thewoodman.co,020 8286 4158,,51.4347176,-0.1963476,No,Yes,Closed.,Gastropub,4.3,121,41,12,4,12,190,,,https://lh5.googleusercontent.com/p/AF1QipNoao3ZcU5BZnXCjHWdtadrmy_Y2WS4UQGZyc07=w426-h240-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Woodman+Pub/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f188d303ad1:0xf1ebd9d31a9f0caa!8m2!3d51.4347176!4d-0.1963476?hl=en"
pubs near london SW19,NYEAT Restaurant & Cocktail Bar,"14 Leopold Rd, Wimbledon, London SW19 7BD",14 Leopold Rd,Wimbledon,London,SW19 7BD,CQGX+WP London,nyeat.co.uk,020 3674 1783,,51.4272713,-0.2006272,No,Yes,Closed.,Bar & grill,4.4,184,47,21,7,12,271,,,https://lh5.googleusercontent.com/p/AF1QipOcjlCovl8Xl0q5Z4jkIGj4aEWJCPTAfPBo8_zM=w408-h306-k-no,,Closed,6–11:30pm,6–11:30pm,6–11:30pm,6–11:30pm,1–11:30pm,1–11pm,"https://www.google.com/maps/place/NYEAT+Restaurant+%26+Cocktail+Bar/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487608b269c38407:0x4428d350a4415261!8m2!3d51.4272713!4d-0.2006272?hl=en"
pubs near london SW19,The Golden Lion,"57 Fulham High St, Fulham, London SW6 3JJ",57 Fulham High St,Fulham,London,SW6 3JJ,FQ9Q+XX London,thegoldenlionfulham.co.uk,020 7731 5481,,51.4698887,-0.2100459,No,Yes,Closed.,Pub,4.2,184,89,46,14,11,344,,,https://lh5.googleusercontent.com/p/AF1QipPbZIeiOCIRX7awOf34OmhT-lhshqT43-nGAyo=w464-h240-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–12am,10am–11pm,"https://www.google.com/maps/place/The+Golden+Lion/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f74de5e46eb:0x5c9c9e3ef9dd50ff!8m2!3d51.4698887!4d-0.2100459?hl=en"
pubs near london SW19,Watermill Restaurant,"3 Watermill Way, Colliers Wood, London SW19 2RD",3 Watermill Way,Colliers Wood,London,SW19 2RD,CR78+CX London,watermillrestaurant.com,020 8542 1236,,51.4136014,-0.18257,No,Yes,Closed.,Carvery,3.9,41,36,12,2,11,102,,,,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,10am–11pm,"https://www.google.com/maps/place/Watermill+Restaurant/@51.4273234,-0.2598661,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876061ee8fdd5e1:0x608bf97e92c8e1ee!8m2!3d51.4136014!4d-0.18257?hl=en"
pubs near london SW19,Corleone,"186A High Street Colliers Wood, Colliers Wood, London SW19 2BN",186A High Street Colliers Wood,Colliers Wood,London,SW19 2BN,"CR9C+8P Colliers Wood, London",corleonerestaurant.co.uk,020 8543 5151,corleonerestaurant@gmail.com,51.418277,-0.1782054,No,No,Closed.,Italian restaurant,4.5,191,82,16,4,10,303,,,https://lh5.googleusercontent.com/p/AF1QipM0-Zhmr3cJtSIyfTlpfRVnHbMzBwf1jxzc9Y3g=w408-h306-k-no,,5–11pm,5–11pm,5–11pm,5–11pm,5–11pm,12–11pm,12–10pm,"https://www.google.com/maps/place/Corleone/@51.4273234,-0.2598661,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876061afc9d06d5:0x65bba06c103f715b!8m2!3d51.418277!4d-0.1782054?hl=en"
pubs near london SW19,The Halfway House,"521 Garratt Ln, Earlsfield, London SW18 4SR",521 Garratt Ln,Earlsfield,London,SW18 4SR,CRR7+M3 London,thehalfway.com,020 8946 2788,"halfwayhouse@youngs.co.uk,enquiries@youngs.co.uk",51.4416921,-0.1873506,No,Yes,Closed.,Pub,4.1,164,131,67,14,10,386,,,https://lh5.googleusercontent.com/p/AF1QipP0hgwGOv_XdfKXtIW92fWBI6HPFTTVLEZ4GG7S=w408-h255-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–10:30pm,"https://www.google.com/maps/place/The+Halfway+House/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487605f7fdd2df8d:0xb750bc405aff1fd2!8m2!3d51.4416921!4d-0.1873506?hl=en"
pubs near london SW19,The William Morris Pub,"20 Watermill Way, Colliers Wood, London SW19 2RD",20 Watermill Way,Colliers Wood,London,SW19 2RD,CR78+4G London,,020 8540 3254,,51.4127797,-0.1836665,No,Yes,Closed.,Gastropub,4.1,100,57,22,10,10,199,,,https://lh5.googleusercontent.com/p/AF1QipN8U0deAN65zaKTTA7kKVnWntsRpOEszFOcfbfj=w408-h725-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10pm,"https://www.google.com/maps/place/The+William+Morris+Pub/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487607fbae9a6c63:0x945a490cae2c7447!8m2!3d51.4127797!4d-0.1836665?hl=en"
pubs near london SW19,Hawkins Forge,"110 Battersea Rise, London SW11 1EJ",,110 Battersea Rise,London,SW11 1EJ,FR6J+79 London,hawkinsforge.co.uk,020 7228 0349,,51.4607146,-0.1690515,No,Yes,Closed.,Pub,4.2,175,155,54,10,9,403,,,https://lh5.googleusercontent.com/p/AF1QipMkRCC77_uKx2_xUjy_BF34P5WBPolvfKJDS69B=w408-h272-k-no,,4–11pm,4–11pm,4–11pm,12–11pm,12pm–12am,12pm–12am,12–10pm,"https://www.google.com/maps/place/Hawkins+Forge/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487605973bee80e9:0xcd6e584b11b3f1ee!8m2!3d51.4607146!4d-0.1690515?hl=en"
pubs near london SW19,The Cat's Back,"86-88 Point Pleasant, London SW18 1PP",,86-88 Point Pleasant,London,SW18 1PP,FR62+P6 London,thecatsback.com,020 8617 3448,info@thecatsback.com,51.461823,-0.1994971,No,Yes,Closed.,Pub,4.4,220,113,23,4,9,369,,,https://lh5.googleusercontent.com/p/AF1QipPn4odV-TH4YruBp2SULL0_ODF-guhIwZ7bGI_0=w408-h306-k-no,,12–10pm,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12–10pm,"https://www.google.com/maps/place/The+Cat's+Back/@51.4317081,-0.2670838,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f6fe1d4a565:0x41e0bc9ba288f3e2!8m2!3d51.461823!4d-0.1994971?hl=en"
pubs near london SW19,Graveney and Meadow,"40 Mitcham Rd, Tooting, London SW17 9NA",40 Mitcham Rd,Tooting,London,SW17 9NA,CRGM+Q7 London,graveneyandmeadow.com,020 8672 9016,"graveney@anticlondon.com,graveney@anticlondon.com",51.426945,-0.1668505,No,Yes,Closed.,Bar & grill,4.2,262,222,77,10,9,580,,,https://lh5.googleusercontent.com/p/AF1QipNGon9OCrcQ2uDe7M8sXT6qm4t1C1JZt9JIAWqH=w408-h271-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–2am,10am–2am,10am–11pm,"https://www.google.com/maps/place/Graveney+and+Meadow/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876060b0b206c21:0xdea42c72b27691e4!8m2!3d51.426945!4d-0.1668505?hl=en"
pubs near london SW19,The Pig & Whistle,"481 Merton Rd, Southfields, London SW18 5LD",481 Merton Rd,Southfields,London,SW18 5LD,CRR3+C7 London,pigandwhistlesw18.co.uk,020 8874 1061,info@pigandwhistlesw18.co.uk,51.441041,-0.196774,No,Yes,Closed.,Pub,4.4,230,148,36,7,9,430,,,https://lh5.googleusercontent.com/p/AF1QipOgz839Hvkl5VWJNuJwGA6bDv3s9_SS-PUnUmI3=w408-h306-k-no,,12–11pm,12–11pm,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Pig+%26+Whistle/@51.4672891,-0.2615034,11z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f5ccbd29591:0x7a3c7426ed1cc22b!8m2!3d51.441041!4d-0.196774?hl=en"
pubs near london SW19,Cedar Tree Pub,"231 Putney Bridge Rd, Putney, London SW15 2PU",231 Putney Bridge Rd,Putney,London,SW15 2PU,FQ7R+38 London,cedartreepub.co.uk,020 8874 1555,thecedartreepub@gmail.com,51.4627223,-0.209227,No,Yes,Closed.,Sports bar,4.2,75,51,16,5,8,155,,,,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/Cedar+Tree+Pub/@51.4414549,-0.2147513,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f729ba858fb:0x17180104cec7db4c!8m2!3d51.4627223!4d-0.209227?hl=en"
pubs near london SW19,Basilico Wimbledon,"292 Haydons Rd, London SW19 8JZ",,292 Haydons Rd,London,SW19 8JZ,CRG5+HQ London,basilico.co.uk,020 3621 0214,,51.426476,-0.19055,No,No,Closed.,Pizza delivery,3.3,14,4,2,5,8,33,,,https://lh5.googleusercontent.com/p/AF1QipPEnjruqqLM6IQUNX1gn0LctP2AGFQP86fyJBEA=w408-h277-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/Basilico+Wimbledon/@51.4273234,-0.2598661,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487608abcc8bfcd9:0x9a42d870e53e85e5!8m2!3d51.426476!4d-0.19055?hl=en"
pubs near london SW19,The Gardeners,"268 Merton Rd, Southfields, London SW18 5JL",268 Merton Rd,Southfields,London,SW18 5JL,CRX2+66 London,thegardenerspub.co.uk,020 8875 1524,thegardeners268@gmail.com,51.448006,-0.199376,No,Yes,Closed.,Pub,4.2,76,58,22,2,8,166,,,https://lh5.googleusercontent.com/p/AF1QipNWJWe0Q7Ds3goUxDAdiRgNggtgoNsZeoQsPokv=w408-h510-k-no,,12–10pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10pm,"https://www.google.com/maps/place/The+Gardeners/@51.4303876,-0.2263909,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760f4694906db7:0xd460acc4f63f02e6!8m2!3d51.448006!4d-0.199376?hl=en"
pubs near london SW19,The Garden Shed,"145 Haydons Rd, London SW19 1AN",,145 Haydons Rd,London,SW19 1AN,CRC7+37 London,thegardenshedpub.com,020 8543 0445,"info@thegardenshedpub.com,info@thegardenshedpub.com,info@thegardenshedpub.com,jobs@whiskeywhiskeytango.com,info@thegardenshedpub.com,info@thepilgrimpub.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.4202062,-0.18678,No,Yes,Closed.,Pub,4.2,201,129,55,13,8,406,,,https://lh5.googleusercontent.com/p/AF1QipP70Sf5HbUUGi6XwdJgn39d8E25hQL3KHRPCoRk=w408-h612-k-no,,4–11pm,4–11pm,4–11pm,4–11pm,12pm–12am,12pm–12am,10:30am–10:30pm,"https://www.google.com/maps/place/The+Garden+Shed/@51.4185724,-0.2251453,14z/data=!4m8!1m2!2m1!1spubs+near+london+SW19!3m4!1s0x48760602adb1247d:0xa0218b7bbcb60a41!8m2!3d51.4202062!4d-0.18678?hl=en"
pubs near london SW19,The Roundhouse,"2 North Side Wandsworth Common, London SW18 2SS",,2 North Side Wandsworth Common,London,SW18 2SS,FR5G+J9 London,theroundhousewandsworth.com,020 7326 8580,,51.4590356,-0.1740822,No,Yes,Closed.,Pub,4.3,205,128,46,8,7,394,,,https://lh5.googleusercontent.com/p/AF1QipObth22u4rPfIDhZwM9MloL91RgMiUMehEnbUDL=w408-h271-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Roundhouse/@51.4414549,-0.2147513,13z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x48760591ba13c999:0x9c8225fdf41d1b17!8m2!3d51.4590356!4d-0.1740822?hl=en"
pubs near london SW19,Belgian Brasserie,"2 Watermill Way, Colliers Wood, London SW19 2RD",2 Watermill Way,Colliers Wood,London,SW19 2RD,CR78+6R London,belgianbrasserie.co.uk,,"belgianbrasseriemam@gmail.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.413089,-0.18292,No,Yes,Closed.,Belgian restaurant,3.9,32,19,8,4,7,70,,,https://lh5.googleusercontent.com/p/AF1QipOShm2LTosArrAtbdhVoAAMQZ08-2ilu6A1WVRa=w408-h306-k-no,,Closed,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–5:30pm,10am–6pm,10am–6pm,"https://www.google.com/maps/place/Belgian+Brasserie/@51.4273234,-0.2598661,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876061ee8fdd5e1:0xe0f4d2444eb68821!8m2!3d51.413089!4d-0.18292?hl=en"
pubs near london SW19,Venus Bar,"12-14 Christchurch Rd, Colliers Wood, London SW19 2NX",12-14 Christchurch Rd,Colliers Wood,London,SW19 2NX,CR9C+4R London,venusbar.co.uk,020 8542 0222,,51.4177991,-0.1778885,No,Yes,Closed.,Bar & grill,3.6,16,9,4,4,6,39,,,,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/Venus+Bar/@51.4672891,-0.2615034,11z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x4876061af823f45d:0xac90eee9edea3275!8m2!3d51.4177991!4d-0.1778885?hl=en"
pubs near london SW19,The Anchor,"61 Holgate Ave, Battersea, London SW11 2AT",61 Holgate Ave,Battersea,London,SW11 2AT,FR8C+47 London,,020 7978 7383,,51.4652932,-0.1793,No,No,Closed.,Pub,4.2,81,46,23,5,5,160,,,https://lh5.googleusercontent.com/p/AF1QipMdzfgiRAMdaaDTY0-HAhZ9THmJ4G9UK73urDy7=w426-h240-k-no,,1pm–1am,1pm–1am,1pm–1am,1pm–1am,1pm–1am,1pm–1am,1pm–1am,"https://www.google.com/maps/place/The+Anchor/@51.4308217,-0.2732799,12z/data=!4m9!1m3!2m2!1spubs+near+london+SW19!6e5!3m4!1s0x487605845155bc07:0x43308222ef5afbbd!8m2!3d51.4652932!4d-0.1793?hl=en"
