unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Hengrove Skatepark51.4149503-2.5850561,parks,Hengrove Skatepark,Bristol BS14 0BZ,Bristol BS14 0BZ,Bristol,BS14 0BZ,CC77+XX Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4149503,-2.5850561,No,No,Skate park,3.8,-17,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipN-bes8715VwseEeGLIFW7UfA3OOh04eHlSBEU3=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Hengrove+Skatepark/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718ea5cc1a3d33:0xbed73df4fa2488d5!8m2!3d51.4149503!4d-2.5850561?hl=en"
Campus Skatepark51.5303682-2.4943574,parks,Campus Skatepark,"Watleys End Rd, Winterbourne, Bristol BS36 1QG",Winterbourne,Bristol,BS36 1QG,"GGJ4+47 Winterbourne, Bristol",campusskateparks.co.uk,01454 501014,"info@campusskateparks.co.uk,info@campusskatestore.co.uk",51.5303682,-2.4943574,No,Yes,Skate park,4.6,-87,,31 Photos,https://lh5.googleusercontent.com/p/AF1QipOKZeUVwC2Q-AVx-U2H6pqOMg7aOCX8ciBAyiXd=w763-h240-k-no,,Closed,4–9pm,4–9pm,10am–9pm,10am–9pm,10am–6pm,12–4pm,"https://www.google.com/maps/place/Campus+Skatepark/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719a879dbab45d:0x37e67edd886d1edf!8m2!3d51.5303682!4d-2.4943574?hl=en"
Wheelscape Skateparks51.5080428-2.5730565,parks,Wheelscape Skateparks,"Elm Park, Filton, Bristol BS34 7PS",Filton,Bristol,BS34 7PS,"GC5G+6Q Filton, Bristol",,0117 941 5856,,51.5080428,-2.5730565,No,Yes,Skate park,4.5,-4,,,//geo2.ggpht.com/cbk?panoid=IFy_qdWAVQnAVTsGPi7TRg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=153.4697&pitch=0&thumbfov=100,,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,Closed,Closed,"https://www.google.com/maps/place/Wheelscape+Skateparks/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e4114962831:0x8f5b407d1cffcbed!8m2!3d51.5080428!4d-2.5730565?hl=en"
Alexandra Park51.3735768-2.3594524,parks,Alexandra Park,"Shakespeare Ave, Bath BA2 4RQ",Shakespeare Ave,Bath,BA2 4RQ,9JFR+C6 Bath,alexandraparkbath.org,,"enquiries@alexandraparkbath.org,enquiries@alexandraparkbath.org",51.3735768,-2.3594524,No,No,Park and Garden,4.7,-404,,1792+ Photos,https://lh5.googleusercontent.com/p/AF1QipMs5dwAi74N8hui2zlSR4uvzJUUAPIdBYzb4Cpp=w408-h271-k-no,,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,"https://www.google.com/maps/place/Alexandra+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718119bc502d03:0xfb71a1b34e975ac6!8m2!3d51.3735768!4d-2.3594524?hl=en"
Lawfords Gate Park51.4587553-2.5769473,parks,Lawfords Gate Park,"Lawfords Gate, Bristol BS2 0DY",Lawfords Gate,Bristol,BS2 0DY,FC5F+G6 Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4587553,-2.5769473,No,No,Park and Garden,5,-1,,,//geo1.ggpht.com/cbk?panoid=wxjZZfEZNHH2RGJteZd7uw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=263.1417&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Lawfords+Gate+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718fd864500b85:0xd72ce16bee9b33c6!8m2!3d51.4587553!4d-2.5769473?hl=en"
Peel Street Green Space51.4618658-2.5774307,parks,Peel Street Green Space,"Peel St, Bristol BS5 0TG",Peel St,Bristol,BS5 0TG,FC6F+P2 Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4618658,-2.5774307,No,No,Park and Garden,5,-1,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipN33JCI-xOJU4YY-MomRUJDv1O-0ou0JJeYj1LF=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Peel+Street+Green+Space/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f70b4a5f3d1:0x313b4940c3cf4ccb!8m2!3d51.4618658!4d-2.5774307?hl=en"
Springfield Park51.3651642-2.360034,parks,Springfield Park,"Meare Rd, Bath BA2 5PP",Meare Rd,Bath,BA2 5PP,9J8Q+3X Bath,,01225 477000,,51.3651642,-2.360034,No,No,Park and Garden,2.8,-6,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipN-Ps9dFpAwmE4XCJd9u5HAUsOXRnfBWIGodyZl=w408-h725-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Springfield+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487180e2073e103f:0x7eb712c9ad7d55c2!8m2!3d51.3651642!4d-2.360034?hl=en"
Hedgemead Park51.3876916-2.3613251,parks,Hedgemead Park,"Lansdown Rd, Bath BA1 5NG",Lansdown Rd,Bath,BA1 5NG,9JQQ+3F Bath,,,,51.3876916,-2.3613251,No,No,Park and Garden,5,-2,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipPQp5NVoR0gE70XffYIVatcX9hfvgQ1T9x05ChZ=w408-h306-k-no,,11:30am–11:45pm,Open 24 hours,Closed,7am–12pm,1am–12am,12am–11:45pm,Closed,"https://www.google.com/maps/place/Hedgemead+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718168f03739fb:0x50c1ab1399fefac6!8m2!3d51.3876916!4d-2.3613251?hl=en"
Clyde Park51.4688055-2.6069397,parks,Clyde Park,"Clyde Park, Bristol BS6 6RR",Clyde Park,Bristol,BS6 6RR,F99V+G6 Bristol,,,,51.4688055,-2.6069397,No,No,Park and Garden,5,-1,,,//geo2.ggpht.com/cbk?panoid=xlzdTv0O9pNGAM7Jk6GNsQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=236.58072&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Clyde+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718de65cf72365:0xa2d18722d23aa69e!8m2!3d51.4688055!4d-2.6069397?hl=en"
Redland Green51.4742988-2.6022564,parks,Redland Green,Bristol BS6 7DE,Bristol BS6 7DE,Bristol,BS6 7DE,F9FX+P3 Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4742988,-2.6022564,No,No,Park and Garden,,,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Redland+Green/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718d5e945cdca5:0xd5c9da29423c92e!8m2!3d51.4742988!4d-2.6022564?hl=en"
Royal Cres Park51.3868946-2.3684519,parks,Royal Cres Park,"14 Royal Cres, Bath BA1 2LR",14 Royal Cres,Bath,BA1 2LR,9JPJ+QJ Bath,,,,51.3868946,-2.3684519,No,No,Park and Garden,,,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipM1ubDzXfplN-xsMrbbh3jfCCHIfpo7PnovK53V=w526-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Royal+Cres+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871816aa7816e1d:0xa41185df63129a80!8m2!3d51.3868946!4d-2.3684519?hl=en"
Pigeon Park51.3796465-2.3607023,parks,Pigeon Park,"8 Lower Borough Walls, Bath BA1 1QR",8 Lower Borough Walls,Bath,BA1 1QR,9JHQ+VP Bath,,,,51.3796465,-2.3607023,No,No,Park and Garden,3.3,-3,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipMhj0m8HH4RYU6fmTibiiPmPoCjXXfJ_-wxgFHb=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Pigeon+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718111477984db:0xf770052341f08d21!8m2!3d51.3796465!4d-2.3607023?hl=en"
Redland Park51.3814168-2.4062,parks,Redland Park,"Day Cres, Bath BA2 1RY",Day Cres,Bath,BA2 1RY,9HJV+HG Bath,bathnes.gov.uk,,,51.3814168,-2.4062,No,No,Park and Garden,,,,,//geo3.ggpht.com/cbk?panoid=YTDNkRH7M8bnJ6dOCBr9wA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=161.7843&pitch=0&thumbfov=100,,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,"https://www.google.com/maps/place/Redland+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487186c63fdd6f95:0xeaa771e506e907be!8m2!3d51.3814168!4d-2.4062?hl=en"
Bathview Park51.4299526-2.3569184,parks,Bathview Park,"Batheaston, Bath BA1 8AF",Batheaston,Bath,BA1 8AF,CJHV+X6 Batheaston,,,,51.4299526,-2.3569184,No,No,Park and Garden,,,,Photos,https://lh5.googleusercontent.com/p/AF1QipPqWIWc6JKMm3rIyoAwZKpmWLrzzNYmbiX5cejS=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Bathview+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x487183b7b49c46d7:0xb85d7446107b6bf0!8m2!3d51.4299526!4d-2.3569184?hl=en"
Trym Valley51.5000846-2.6004968,parks,Trym Valley,"Doncaster Rd, Bristol BS10 5PX",Doncaster Rd,Bristol,BS10 5PX,G92X+2R Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.5000846,-2.6004968,No,No,Park and Garden,,,,,//geo1.ggpht.com/cbk?panoid=PK5GDq9qUWT3i917w6n4GA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=148.1004&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Trym+Valley/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719350e42f4d11:0xc5709ad6f3b65a63!8m2!3d51.5000846!4d-2.6004968?hl=en"
Royal Victoria Park51.3857067-2.3708195,parks,Royal Victoria Park,"Marlborough Ln, Bath BA1 2NQ",Marlborough Ln,Bath,BA1 2NQ,9JPH+7M Bath,,01225 477777,,51.3857067,-2.3708195,No,No,Park and Garden,4.6,-1873,,9699+ Photos,https://lh5.googleusercontent.com/p/AF1QipMZoVEql7TzWfXT8oeZ4fdEPhS212oRzdFy1Js5=w408-h272-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Royal+Victoria+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871811521aeb435:0xcf4b77bfa35d630d!8m2!3d51.3857067!4d-2.3708195?hl=en"
Weston Park East51.3926955-2.382368,parks,Weston Park East,Bath BA1 2XD,Bath BA1 2XD,Bath,BA1 2XD,9JV9+33 Bath,bathnes.gov.uk,01225 394041,,51.3926955,-2.382368,No,No,Park and Garden,4.2,-20,,60+ Photos,https://lh5.googleusercontent.com/p/AF1QipMuiQ3Zpi3DAgyQyWTtY6Vzs18jDVn3zKN2cgW2=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Weston+Park+East/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871814f4018d83b:0x879aab3e75603ee3!8m2!3d51.3926955!4d-2.382368?hl=en"
Woodchester Park51.5273532-2.4178495,parks,Woodchester Park,"Dodington, Bristol BS37 8TX",Dodington,Bristol,BS37 8TX,"GHGJ+WV Yate, Bristol",,,,51.5273532,-2.4178495,No,No,Park and Garden,4.4,-10,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipOUPBU7GPvePtDd-qm12oHfRIFCckJe82gMkXBK=w426-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Woodchester+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719b77514193a5:0xd51dd35d02007193!8m2!3d51.5273532!4d-2.4178495?hl=en"
Hill House Park51.4858689-2.4980546,parks,Hill House Park,Bristol BS16 5RH,Bristol BS16 5RH,Bristol,BS16 5RH,FGP2+8Q Bristol,,,,51.4858689,-2.4980546,No,No,Park and Garden,4.7,-6,,,//geo0.ggpht.com/cbk?panoid=f_QDqW-vjVnXkQNRVs_n9A&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=255.61804&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Hill+House+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871855509f884a5:0xcfd739472389028e!8m2!3d51.4858689!4d-2.4980546?hl=en"
Cottle Road Green Space51.4144273-2.5384698,parks,Cottle Road Green Space,"Cottle Rd, Bristol BS14 8QR",Cottle Rd,Bristol,BS14 8QR,CF76+QJ Bristol,bristol.gov.uk,,"waste.services@bristol.gov.uk,electoral.services@bristol.gov.uk,housing.advice@bristol.gov.uk,bristolresourcing@bristol.gov.uk,register.office@bristol.gov.uk",51.4144273,-2.5384698,No,No,Park and Garden,3.3,-6,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipNRyMmIi0SWQaVgVni5GwKBqKV_TvNN5mn64hOq=w408-h723-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Cottle+Road+Green+Space/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f2623e98795:0xddec7550eab79ce2!8m2!3d51.4144273!4d-2.5384698?hl=en"
Labours park51.4554246-2.5005755,parks,Labours park,"Glanville Gardens, Bristol BS15 9WX",Glanville Gardens,Bristol,BS15 9WX,FF4X+5Q Bristol,,,,51.4554246,-2.5005755,No,No,Park and Garden,3.6,-8,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipOdOgFs0Dz8EKIlWawM2MarJXvuIL68r5aious2=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Labours+park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f864a4e1ed3:0x325279f66133fc84!8m2!3d51.4554246!4d-2.5005755?hl=en"
Mowbray Road Open Space51.4222558-2.5606186,parks,Mowbray Road Open Space,"16 Mowbray Rd, Bristol BS14 9HD",16 Mowbray Rd,Bristol,BS14 9HD,CCCQ+WQ Bristol,,,,51.4222558,-2.5606186,No,No,Park and Garden,4.4,-31,,18 Photos,https://lh5.googleusercontent.com/p/AF1QipMVEVE8CU5cmLT6KVUXkKDYUZneXET6BhexTRw0=w408-h725-k-no,,,,,,,,,"https://www.google.com/maps/place/Mowbray+Road+Open+Space/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718ec23927647b:0x9664cbdb6d3a417b!8m2!3d51.4222558!4d-2.5606186?hl=en"
Filwood Broadway Playpark51.4250598-2.585377,parks,Filwood Broadway Playpark,"23 Filwood Broadway, Bristol BS4 1JF",23 Filwood Broadway,Bristol,BS4 1JF,CCG7+2R Bristol,,,,51.4250598,-2.585377,No,No,Park and Garden,3.4,-5,,,//geo1.ggpht.com/cbk?panoid=I5v1FVPDI26qGkFGVeH7Sw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=114.31019&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Filwood+Broadway+Playpark/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e98c3a1f573:0xf09d453a0825c809!8m2!3d51.4250598!4d-2.585377?hl=en"
Warmley Ice House51.4531504-2.4796835,parks,Warmley Ice House,"Warmley, Bristol BS30 8GT",Warmley,Bristol,BS30 8GT,"FG3C+74 Warmley, Bristol",,,,51.4531504,-2.4796835,No,No,Park and Garden,4.5,-2,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipPePfDXvBp_h-sIsUaGIGvai6rl4LBflnGFvz5H=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Warmley+Ice+House/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871857143c39d0b:0xde96977df266506c!8m2!3d51.4531504!4d-2.4796835?hl=en"
Yate Common51.5350883-2.4290055,parks,Yate Common,"Yate, Bristol BS37 8RY",Yate,Bristol,BS37 8RY,"GHPC+29 Yate, Bristol",fieldsintrust.org,,"info@fieldsintrust.org,rhodri.edwards@fieldsintrust.org,colin.rennie@fieldsintrust.org,richard.mckeever@fieldsintrust.org,helen.griffiths@fieldsintrust.org,comms@fieldsintrust.org",51.5350883,-2.4290055,No,No,Park and Garden,4.6,-30,,18 Photos,https://lh5.googleusercontent.com/p/AF1QipNJKN6JWwa_rG6ay-2EaD1xMbhkOuh1dIfNxXXk=w627-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Yate+Common/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719b9f7306bfcf:0xe5f6c4c90e155f26!8m2!3d51.5350883!4d-2.4290055?hl=en"
Nightingale Valley51.4436874-2.5454449,parks,Nightingale Valley,"3 Woodcroft Cl, Bristol BS4 4QP",3 Woodcroft Cl,Bristol,BS4 4QP,CFV3+FR Bristol,,,,51.4436874,-2.5454449,No,No,Park and Garden,4.7,-47,,80+ Photos,https://lh5.googleusercontent.com/p/AF1QipNkatnk1DeMSndN4LkZxA91yNOE7SRdDzQn40qY=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Nightingale+Valley/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718f00275fba33:0x2b9a00dbc71851e2!8m2!3d51.4436874!4d-2.5454449?hl=en"
Health Park51.4285314-2.595808,parks,Health Park,"60 Downton Rd, Bristol BS4 1PZ",60 Downton Rd,Bristol,BS4 1PZ,CCH3+CM Bristol,knowlewesthealthpark.co.uk,0117 377 2255,info@knowlewesthealthpark.co.uk,51.4285314,-2.595808,No,No,Park and Garden,4,-160,,72+ Photos,https://lh5.googleusercontent.com/p/AF1QipNYBEDGxgaYJFh8i9XEWWWLbUQ6grdWwVQspFt-=w493-h240-k-no,,9am–4pm,9am–4pm,9am–4pm,9am–4pm,9am–4pm,Closed,Closed,"https://www.google.com/maps/place/Health+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c272d14fec9:0xce2723ed1693efc0!8m2!3d51.4285314!4d-2.595808?hl=en"
Temple Gardens51.4517565-2.5861182,parks,Temple Gardens,"1 Church Ln, Bristol BS1 6FR",1 Church Ln,Bristol,BS1 6FR,FC27+PH Bristol,,,,51.4517565,-2.5861182,No,No,Park and Garden,4.5,-65,,241+ Photos,https://lh5.googleusercontent.com/p/AF1QipMQF8SJeSPw-1Isr-kWLkO0vztZa25DgclpZf6W=w427-h240-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Temple+Gardens/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e7b07d90b17:0xf22a35620edc36ff!8m2!3d51.4517565!4d-2.5861182?hl=en"
Park51.5001224-2.4725716,parks,Park,"Emersons Green, Bristol BS16 7HX",Emersons Green,Bristol,BS16 7HX,"GG2G+2X Emersons Green, Bristol",,,,51.5001224,-2.4725716,No,No,Park and Garden,4.5,-4,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipOQXKAAMoNi7U4LchxC6dZn_Xzbp2bLog1kNfe6=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48719ac6252727e5:0x6c0bfd0077d53f44!8m2!3d51.5001224!4d-2.4725716?hl=en"
Arnos Court Park51.4397246-2.5622528,parks,Arnos Court Park,"2 Hampstead Rd, Bristol BS4 3HJ",2 Hampstead Rd,Bristol,BS4 3HJ,CCQQ+V3 Bristol,,07520 608057,,51.4397246,-2.5622528,No,No,Park and Garden,4.3,-133,,179+ Photos,https://lh5.googleusercontent.com/p/AF1QipMSW-L3l2l7VR_Q6qkgym-txeerkCBtdQWcEii3=w408-h306-k-no,,8:30am–5pm,8:30am–5pm,8:30am–5pm,8:30am–5pm,8:30am–5pm,8:30am–5pm,8:30am–5pm,"https://www.google.com/maps/place/Arnos+Court+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718ef6b7c5a7c5:0x376017ccefbf8b65!8m2!3d51.4397246!4d-2.5622528?hl=en"
North Street Green51.4401141-2.6104119,parks,North Street Green,Bristol BS3 3EL,Bristol BS3 3EL,Bristol,BS3 3EL,C9RQ+2R Bristol,,,,51.4401141,-2.6104119,No,No,Park and Garden,3.7,-17,,75+ Photos,https://lh5.googleusercontent.com/p/AF1QipNlnNDZ6YNaxW0d-3SnrMPnz55KSoj2tIhlDLhB=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/North+Street+Green/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c33b7b8f4bd:0x8aaa99b1d79c602b!8m2!3d51.4401141!4d-2.6104119?hl=en"
Withywood Park51.4089658-2.6234472,parks,Withywood Park,"Riverland Dr, Bristol BS13 8PL",Riverland Dr,Bristol,BS13 8PL,C95G+HJ Bristol,,,,51.4089658,-2.6234472,No,No,Park and Garden,3.4,-24,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipNho3OO7124481H_HS007goiQb3wKiGlaorreTd=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Withywood+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718c7171f35c3b:0x3b2869aab918e1d5!8m2!3d51.4089658!4d-2.6234472?hl=en"
Perrett's Park51.4384792-2.5769317,parks,Perrett's Park,"2 Bayham Rd, Bristol BS4 2EA",2 Bayham Rd,Bristol,BS4 2EA,CCQF+96 Bristol,,,,51.4384792,-2.5769317,No,No,Park and Garden,4.6,-143,,222+ Photos,https://lh5.googleusercontent.com/p/AF1QipPnHfbdADUB6weYTxpclHVBKTGb5S37P_0fJ5A=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Perrett's+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x48718e8e95d64531:0xe5d3f3ce2bc88341!8m2!3d51.4384792!4d-2.5769317?hl=en"
Kingswood Remembrance Park51.4548706-2.4868199,parks,Kingswood Remembrance Park,"Grimsbury Rd, Bristol BS15 9SE",Grimsbury Rd,Bristol,BS15 9SE,FG37+W7 Bristol,southglos.gov.uk,01454 865831,,51.4548706,-2.4868199,No,No,Park and Garden,4.4,-44,,43+ Photos,https://lh5.googleusercontent.com/p/AF1QipOA40jFIT8iPCFfXQgCPjUnpfpNhaAvfBCHBEti=w408-h544-k-no,,8am–5pm,8am–5pm,8am–5pm,8am–5pm,8am–5pm,10am–4pm,10am–4pm,"https://www.google.com/maps/place/Kingswood+Remembrance+Park/@51.4523478,-2.5292718,11z/data=!4m9!1m3!2m2!1sBRISTOL+EAST+PARKS!6e1!3m4!1s0x4871857af7b7028f:0x621e111353450154!8m2!3d51.4548706!4d-2.4868199?hl=en"
