unique_key,gmap_category,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
La Femme1301.94069691134,club,La Femme,"Strada Hățașul Oilor, Iași 700259, Romania",Strada Hățașul Oilor,Iași 700259,Romania,a,"5J45+CM Iași, Romania",,+40 751 867 187,,47.1560609,27.6091911,No,No,Bar,3.8,-82,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipNDNFiImVoQErvV5IXWIsq3SVOvWJXtZEOQhpWp=w426-h240-k-no,,Closed,Closed,5pm–4am,5pm–4am,5pm–4am,5pm–4am,5pm–12am,"https://www.google.com/maps/place/La+Femme/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb920949e6f3:0x16a2e96c44f82d07!8m2!3d47.1560609!4d27.6091911?hl=en"
Marilyn Night Club1301.33429106996,club,Marilyn Night Club,"Strada Anastasie Panu 28, Iași 700020, Romania",Strada Anastasie Panu 28,Iași 700020,Romania,a,"5H6V+H7 Iași, Romania",nightclubmarilyn.ro,+40 746 765 462,,47.161481,27.59316,No,Yes,Nightclub,3.9,-14,,20 Photos,https://lh5.googleusercontent.com/p/AF1QipNpLustGWIR84niI96Q-HUt52343-kWdF6Z39eN=w408-h272-k-no,,10pm–5am,10pm–5am,10pm–5am,10pm–5am,10pm–5am,10pm–5am,10pm–5am,"https://www.google.com/maps/place/Marilyn+Night+Club/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb833b1fd121:0x7fa4c1bc0c971ba8!8m2!3d47.161481!4d27.59316?hl=en"
Vevo Lounge & Club1301.25498291473,club,Vevo Lounge & Club,"Anastasie Panu 38 A, Iași 700020, Romania",Anastasie Panu 38 A,Iași 700020,Romania,a,"5H6R+FM Iași, Romania",business.site,+40 721 006 269,,47.161162,27.591665,No,Yes,Nightclub,4.8,-6,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipNjW5bhaIEL_XVNeuZ8A9IDZvhk1_V0toIpKMtI=w408-h271-k-no,Eskada Lounge & Club,Closed,Closed,Closed,5pm–4am,5pm–4am,11pm–7am,Closed,"https://www.google.com/maps/place/Vevo+Lounge+%26+Club/@47.161162,27.5872876,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb832affc015:0xce871605bcd282f5!8m2!3d47.161162!4d27.591665?hl=en"
Auto Gallery1300.54500245699,club,Auto Gallery,"In incinta peco Petrom, vis a vis de Hotel Onest, Bulevardul Nicolae Iorga 97, Iași, Romania","In incinta peco Petrom,  vis a vis de Hotel Onest",Iași,Romania,a,"4HWP+F5 Iași, Romania",autogalleryiasi.ro,+40 743 419 319,,47.146161,27.585385,No,Yes,Club,4.1,-16,,11 Photos,https://lh5.googleusercontent.com/p/AF1QipPUBjMdDOve9NVhIASKQ5zeLbeZbxdIkbyd0PNg=w408-h255-k-no,Closed,,,,,,,,"https://www.google.com/maps/place/Auto+Gallery/@47.1527005,27.5877833,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafba49071c8c3:0x88c37d091629a66!8m2!3d47.146161!4d27.585385?hl=en"
C House Lounge Café Milano1300.89408067747,club,C House Lounge Café Milano,"Shopping Street, Iași 700051, Romania",Shopping Street,Iași 700051,Romania,a,"5H4P+4X Iași, Romania",facebook.com,+40 332 730 780,,47.155326,27.5874263,Yes,Yes,Lounge,4.6,-235,,66+ Photos,https://lh5.googleusercontent.com/p/AF1QipP5i-Jxan6uPsG_BFVYiDWtKEwAKlhywGeM5871=w408-h265-k-no,,8:30am–1am,8:30am–1am,8:30am–1am,8:30am–1am,9am–3am,9am–3am,8:30am–12am,"https://www.google.com/maps/place/C+House+Lounge+Caf%C3%A9+Milano/@47.1527363,27.5885896,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb9eea78697f:0xe474ba2cd178dc6f!8m2!3d47.155326!4d27.5874263?hl=en"
Manhattan1301.93598741817,club,Manhattan,"Trecătoarea Oițelor, Iași 700259, Romania",Trecătoarea Oițelor,Iași 700259,Romania,a,"5J45+CJ Iași, Romania",facebook.com,+40 745 640 824,,47.1561057,27.609065,No,No,Nightclub,3.6,-7,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Manhattan/@47.1561057,27.6046876,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb920eb72479:0x28f62e5462f0cb60!8m2!3d47.1561057!4d27.609065?hl=en"
Max bar1301.90283073562,club,Max bar,"Trecătoarea Oițelor 2, Iași 700312, Romania",Trecătoarea Oițelor 2,Iași 700312,Romania,a,"5J45+Q4 Iași, Romania",,+40 745 213 175,,47.156945,27.6078705,Yes,Yes,Bar,4.5,-347,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipNXJtBxZob6bYSuIHmWsroU2_W92sa73MgpCzRZ=w408-h240-k-no-pi0-ya140-ro0-fo100,Max Pub,4pm–1am,4pm–1am,4pm–1am,4pm–1am,4pm–2am,4pm–2am,4pm–1am,"https://www.google.com/maps/place/Max+bar/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb9208d56c97:0xbb820b0c71723aa0!8m2!3d47.156945!4d27.6078705?hl=en"
Club Tribo1301.66149072414,club,Club Tribo,"Bulevardul D. Mangeron , nr. 71, Iasi tronson P-7, imobil CH, parter, Iași 700305, Romania","Bulevardul D. Mangeron ,  nr. 71",Iași 700305,Romania,a,"5J43+4F Iași, Romania",,+40 332 440 346,,47.155354,27.603684,No,Yes,Nightclub,3.3,-22,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipO_L165k51vMLfOSnYIYnCel2qKiRBuis1tMug1=w408-h588-k-no,,6pm–2am,8pm–4am,6pm–2am,8pm–4am,8pm–4am,8pm–4am,8pm–4am,"https://www.google.com/maps/place/Club+Tribo/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb91a7c791b1:0x91bbad3912e49fcf!8m2!3d47.155354!4d27.603684?hl=en"
VapePoint - VP Lounge1300.79342835978,club,VapePoint - VP Lounge,"Nr. 48, Strada Palat, Iași 700032, Romania","Nr. 48,  Strada Palat",Iași 700032,Romania,a,"5H4P+62 Iași, Romania",,+40 743 378 172,,47.155618,27.585121,No,Yes,Electronics Retail and Repair Shop,4.9,-65,,29 Photos,https://lh5.googleusercontent.com/p/AF1QipPKgdz81WYwFO010_dYT4JFwwDioN2KOV0EYbwp=w408-h306-k-no,,10am–8pm,10am–8pm,10am–8pm,10am–8pm,10am–8pm,10am–10pm,10am–6pm,"https://www.google.com/maps/place/VapePoint+-+VP+Lounge/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafbbceb06c11b:0x8dfd540adec5d041!8m2!3d47.155618!4d27.585121?hl=en"
Master Club1301.56068795744,club,Master Club,"Strada Țepeș Vodă 1, Iași 700259, Romania",Strada Țepeș Vodă 1,Iași 700259,Romania,a,"5J42+4J Iași, Romania",,+40 730 002 936,,47.1553004,27.6015777,No,No,Nightclub,3,-25,,42 Photos,https://lh5.googleusercontent.com/p/AF1QipMqKB_T2O3T0yvlUHJyxRMt8rIzaAW6cPX-JCdH=w480-h240-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/Master+Club/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafca052b9142f:0xf9afdb69c914a8b!8m2!3d47.1553004!4d27.6015777?hl=en"
Fratelli Lounge & Club1300.95322225665,club,Fratelli Lounge & Club,"Strada Palas 5D, Iași 700259, Romania",Strada Palas 5D,Iași 700259,Romania,a,"5H4Q+6C Iași, Romania",fratelli.ro,+40 756 561 111,,47.1556133,27.5885124,No,Yes,Nightclub,4.1,-91,,58+ Photos,https://lh5.googleusercontent.com/p/AF1QipPfSim3bj5-Ulf5kilCT8_Se1t2N9g-Pkns_o4J=w408-h272-k-no,,10:45pm–4am,10:45pm–4am,10:45pm–4am,10:45pm–4am,10:45pm–4am,10:45pm–4am,10:45pm–4am,"https://www.google.com/maps/place/Fratelli+Lounge+%26+Club/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb9eba7fe923:0xcfa5642dade95ac5!8m2!3d47.1556133!4d27.5885124?hl=en"
Oxford Pub1300.98656926341,club,Oxford Pub,"Strada Sfântul Lazăr nr. 64-66, Iași 700049, Romania",Strada Sfântul Lazăr nr. 64-66,Iași 700049,Romania,a,"5H3Q+XV Iași, Romania",oxfordpub.ro,+40 743 941 209,,47.154893,27.589641,No,No,Pub,4.2,-311,,40 Photos,https://lh5.googleusercontent.com/p/AF1QipPi3IyjtWz7BOlkytgyTZCRY8Qls-zzQqdLSJLK=w408-h272-k-no,,7pm–1am,9:30pm–4am,9:30pm–4am,9:30pm–4am,9:30pm–4am,9:30pm–4am,9:30pm–4am,"https://www.google.com/maps/place/Oxford+Pub/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb9935e3b0cb:0x23f2e66174aad5d3!8m2!3d47.154893!4d27.589641?hl=en"
Club Skin Music Lounge Iasi1301.10019981585,club,Club Skin Music Lounge Iasi,"nr.27, Strada Sfântul Lazăr, Iași 700049, Romania","nr.27,  Strada Sfântul Lazăr",Iași 700049,Romania,a,"5H4R+9H Iași, Romania",facebook.com,+40 748 130 500,,47.1559853,27.5914116,No,Yes,Nightclub,3.7,-29,,27 Photos,https://lh5.googleusercontent.com/p/AF1QipMrNmzb3X53QfswL4rwb05oj5j6_dLcpHRsh7UO=w408-h272-k-no,Skin Music Lounge,Closed,Closed,Closed,Closed,Closed,"12–6am, 11:30pm–6am",Closed,"https://www.google.com/maps/place/Club+Skin+Music+Lounge+Iasi/@47.1526039,27.5879574,16z/data=!4m8!1m2!2m1!1sclub+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!3m4!1s0x40cafb9be283a563:0x7243a59164d3052!8m2!3d47.1559853!4d27.5914116?hl=en"
GRAMMA WINES1300.17882186734,bar,GRAMMA WINES,"Strada Sfântul Ilie 95, Vișan, Romania",Strada Sfântul Ilie 95,Vișan,Romania,a,"3JV5+W3 Bârnova, Romania",grammawines.ro,+40 725 149 762,,47.094794,27.6076974,No,Yes,Winery,4.6,-38,,430+ Photos,https://lh5.googleusercontent.com/p/AF1QipNDy_8RGLPT2nla2IKzwGzWSft2GdoKzJ_UpnaU=w426-h240-k-no,,8am–4pm,8am–4pm,8am–4pm,8am–4pm,8am–4pm,9am–4pm,9am–4pm,"https://www.google.com/maps/place/GRAMMA+WINES/@47.094794,27.5901879,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40caf9ef008ca40d:0x2b207078a5e3b63e!8m2!3d47.094794!4d27.6076974?hl=en"
Cafe Bar King Club1300.47195245311,bar,Cafe Bar King Club,"Bulevardul Nicolae Iorga 51, Iași 700213, Romania",Bulevardul Nicolae Iorga 51,Iași 700213,Romania,a,"4HWM+FG Iași, Romania",,,,47.1462117,27.5838059,No,No,Point of interest,,,,,//geo2.ggpht.com/cbk?panoid=kI5yqZkAzK-ly3fyaY01aQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=191.59465&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Cafe+Bar+King+Club/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafba4614c4043:0x4c9c4a87748a10e9!8m2!3d47.1462117!4d27.5838059?hl=en"
Fresh Drop1301.00702332755,bar,Fresh Drop,"Strada Palas, nr. 5C,, Palas Mall, Food Court, Stand AD1-30, Iași 700051, Romania","Strada Palas,  nr. 5C",Iași 700051,Romania,a,"5H4Q+GP Iași, Romania",freshdrop.ro,+40 741 144 144,,47.156296,27.5892539,No,Yes,Juice bar,5,-1,,11 Photos,https://lh5.googleusercontent.com/p/AF1QipMXsI0PCwsjY52xJ-ATPNJ-9DqWp9ZQDV66p8pa=w408-h271-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Fresh+Drop/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9ea7758877:0x1f668146867f203e!8m2!3d47.156296!4d27.5892539?hl=en"
Pab 25 Bar1302.32561171975,bar,Pab 25 Bar,"DJ248D 9-1, Păun 707037, Romania",DJ248D 9-1,Păun 707037,Romania,a,"3MQ4+RG Păun, Romania",,,,47.0895978,27.6563333,No,No,Bar,3,-1,,,//geo0.ggpht.com/cbk?panoid=qr0GqLIYwXN9uMruIpbjcA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=249.01537&pitch=0&thumbfov=100,,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,"https://www.google.com/maps/place/Pab+25+Bar/@47.0895978,27.6388238,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40caf949ac4ab6fb:0x9a9d49b8d44a3464!8m2!3d47.0895978!4d27.6563333?hl=en"
Ants n bees1300.99285197399,bar,Ants n bees,"Strada Palas 5C, Iași 700051, Romania",Strada Palas 5C,Iași 700051,Romania,a,"5H4Q+3R Iași, Romania",antsnbees.ro,+40 740 108 226,,47.1552084,27.5895897,No,Yes,Juice bar,4.3,-6,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipOKleS5TJVfRgTvoNZMofD5BfkWxr-Z8pQY4fTc=w426-h240-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Ants+n+bees/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9ec8f598b1:0x3bea38966bd56454!8m2!3d47.1552084!4d27.5895897?hl=en"
Pizza Puffy1300.26438072639,bar,Pizza Puffy,"Iași, Romania",,Iași,Romania,a,"4HVJ+6F Iași, Romania",puffypizza.ro,+40 745 140 736,,47.1430661,27.5812434,No,Yes,Pizza restaurant,4.1,-255,,42 Photos,https://lh5.googleusercontent.com/p/AF1QipPuIPUsHo1o6K-hRsE0XuKI0cnZps2DOBYVcb34=w426-h240-k-no,,7:30am–11pm,7:30am–11pm,7:30am–11pm,7:30am–11pm,7:30am–11pm,8:30am–11pm,10:30am–11pm,"https://www.google.com/maps/place/Pizza+Puffy/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb98c01ff6bf:0x91612796639ac407!8m2!3d47.1430661!4d27.5812434?hl=en"
Pizzeria Domnească1300.80680706833,bar,Pizzeria Domnească,"Strada Palat nr. 20, Iași 700259, Romania",Strada Palat nr. 20,Iași 700259,Romania,a,"5H4M+MW Iași, Romania",pizzeriadomneasca.ro,+40 232 263 423,,47.1567244,27.5847575,No,No,Pizza restaurant,4.3,"-1,263",,230+ Photos,https://lh5.googleusercontent.com/p/AF1QipPB27O2o3VhBNbpt9eIWjYGLBxmWFwmTMLKovdX=w480-h240-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,"https://www.google.com/maps/place/Pizzeria+Domneasc%C4%83/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9e72819829:0x34d8aecd07d16e3e!8m2!3d47.1567244!4d27.5847575?hl=en"
Vazduh tomesti1304.42191640342,bar,Vazduh tomesti,"Unnamed Road, Tomești 707515, Romania",Unnamed Road,Tomești 707515,Romania,a,"4MFJ+6F Tomești, Romania",,,,47.1230854,27.6811653,No,No,Bar,,,,,//geo0.ggpht.com/cbk?panoid=CZknFlTXT6CRDjY9ihorKg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=105.82973&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Vazduh+tomesti/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40caf9a33e5fc695:0xf5896c2f9d7dd94c!8m2!3d47.1230854!4d27.6811653?hl=en"
"Bistro ""La noi""1300.84340540529",bar,"Bistro ""La noi""","Bulevardul Ștefan cel Mare și Sfânt nr. 8, Iași 700063, Romania",Bulevardul Ștefan cel Mare și Sfânt nr. 8,Iași 700063,Romania,a,"5H7J+9J Iași, Romania",bistrolanoi.business.site,+40 753 353 956,,47.1634099,27.5816233,Yes,Yes,Bistro,4.8,-214,,128+ Photos,https://lh5.googleusercontent.com/p/AF1QipOyuxQUUAkJTgctZpH3Dhxq2lUCyKWI5BYlcD1f=w408-h306-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–11pm,9am–11pm,9am–10pm,"https://www.google.com/maps/place/Bistro+%22La+noi%22/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7756eff7ab:0x65c0dff0cea9c97d!8m2!3d47.1634099!4d27.5816233?hl=en"
Terasa Astoria1297.9334588812,bar,Terasa Astoria,"Strada Principală, Lunca Cetățuii 707085, Romania",Strada Principală,Lunca Cetățuii 707085,Romania,a,"3HW5+QG Lunca Cetățuii, Romania",,,,47.0969352,27.5587669,No,No,Bar,3.8,-41,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipPIOPNaZKU70oVMv70BYAt6-QWIPi8Ts36hxPZ1=w493-h240-k-no,,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,"https://www.google.com/maps/place/Terasa+Astoria/@47.0969352,27.5412574,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafa0a616fda1d:0xfccd03a35b70889b!8m2!3d47.0969352!4d27.5587669?hl=en"
Magazin-Bar1296.17230115703,bar,Magazin-Bar,"Centura Iași 55, Uricani 707316, Romania",Centura Iași 55,Uricani 707316,Romania,a,"5F4P+GM Uricani, Romania",,,,47.1563022,27.4867248,Yes,No,Bar,5,-4,,,https://lh5.googleusercontent.com/p/AF1QipOiDOr4X3TPHkrqLjJQMTLKQ-DAMH74a1NmfjRV=w408-h240-k-no-pi-0-ya2.9999962-ro-0-fo100,,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,6am–10pm,7am–6pm,"https://www.google.com/maps/place/Magazin-Bar/@47.1563022,27.4692153,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cae520af43176f:0xd16aed0913ec11de!8m2!3d47.1563022!4d27.4867248?hl=en"
Club D&D1303.02237815318,bar,Club D&D,"DC17 128, Aroneanu 707023, Romania",DC17 128,Aroneanu 707023,Romania,a,"6J33+HJ Aroneanu, Romania",facebook.com,,,47.203935,27.604105,No,No,Live Music Bar,4.2,-11,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipNi9kGgK0fivrxDU5dMLBg9tl9Y-rIYhT37sfwP=w486-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Club+D%26D/@47.203935,27.5865955,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafde7220b8ed9:0xe2bfed2aaf3b284d!8m2!3d47.203935!4d27.604105?hl=en"
La Sebi1302.22679712367,bar,La Sebi,"Strada Stejar 43, Iași, Romania",Strada Stejar 43,Iași,Romania,a,"5J76+3H Iași, Romania",,,,47.1626595,27.6113945,No,No,Bingo hall,,,,,//geo1.ggpht.com/cbk?panoid=VQ9GIeVvRMvlxkeg_tj4IQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=112.46816&pitch=0&thumbfov=100,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,10am–9pm,10am–9pm,"https://www.google.com/maps/place/La+Sebi/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb8917636ebb:0x948f697f0dcefbc0!8m2!3d47.1626595!4d27.6113945?hl=en"
Italianissimo Pub1301.92743748436,bar,Italianissimo Pub,"Fosta Hatasul Oilor, Nr 2, Iași 700259, Romania","Fosta Hatasul Oilor,  Nr 2",Iași 700259,Romania,a,"5J45+FG Iași, Romania",facebook.com,+40 757 100 436,,47.1562015,27.6088276,No,Yes,Pub,3.8,-18,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Italianissimo+Pub/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb753e8d8315:0x7c696f0eac8733fb!8m2!3d47.1562015!4d27.6088276?hl=en"
Stone Bridge Beer Pub1300.34515202067,bar,Stone Bridge Beer Pub,"Iași, Romania",,Iași,Romania,a,"5H4G+J2 Iași, Romania",,,,47.1565462,27.5750719,No,No,Pub,1.3,-3,,,//geo1.ggpht.com/cbk?panoid=MRKbr87cLDNB1niLo0D6Jg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=177.75945&pitch=0&thumbfov=100,Berăria Podul de Piatră,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,"https://www.google.com/maps/place/Stone+Bridge+Beer+Pub/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb74911bf42d:0x35b64e3575b22c8b!8m2!3d47.1565462!4d27.5750719?hl=en"
Arome Mazaya1299.61692348801,bar,Arome Mazaya,"Șoseaua Păcurari nr 8, Iași 707410, Romania",Șoseaua Păcurari nr 8,Iași 707410,Romania,a,"5GFX+VJ Iași, Romania",,+40 751 208 277,,47.1747214,27.5490111,No,No,Bar tabac,5,-4,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipNpssisUUNI9FZducKV-UcNO7KSDicpHL_5N75X=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Arome+Mazaya/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb480c4a7d25:0x6c3c41a9a0b1143!8m2!3d47.1747214!4d27.5490111?hl=en"
Hoooter's Pub1301.61692480949,bar,Hoooter's Pub,"Strada Tăietoarei, Iași, Romania",Strada Tăietoarei,Iași,Romania,a,"5J42+CW Iași, Romania",,+40 746 619 953,,47.1560343,27.6023407,Yes,No,Pub,4.4,-28,,50+ Photos,https://lh5.googleusercontent.com/p/AF1QipMDIh0syfKjpdqYVTvkzfiuXM4NUKIHFAyQhbNo=w408-h306-k-no,,9am–12am,8am–12am,8am–12am,8am–12am,9am–5am,9am–5am,9am–12am,"https://www.google.com/maps/place/Hoooter's+Pub/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbf51cf6e1eb:0xcaa64f6b899511af!8m2!3d47.1560343!4d27.6023407?hl=en"
Sala jocuri Crown1299.6717062291,bar,Sala jocuri Crown,"Șoseaua Păcurari 2-4, Iași, Romania",Șoseaua Păcurari 2-4,Iași,Romania,a,"5HF2+Q4 Iași, Romania",,,,47.1744217,27.5503474,No,No,Bar,5,-2,,,//geo3.ggpht.com/cbk?panoid=AdJVNRJzbwS5PrIKjR4AKg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=166.75188&pitch=0&thumbfov=100,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Sala+jocuri+Crown/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbb6f265596b:0xb362071724b4faab!8m2!3d47.1744217!4d27.5503474?hl=en"
Terasa Camy1299.82368575331,bar,Terasa Camy,"Strada Toma Cozma 122, Iași 707410, Romania",Strada Toma Cozma 122,Iași 707410,Romania,a,"5HG3+74 Iași, Romania",,,,47.1757261,27.5528072,No,No,Bar,5,-1,,,//geo1.ggpht.com/cbk?panoid=okYvuKpEyZYbq04LhDqHgg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=321.31485&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Terasa+Camy/@47.152736,27.5748252,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb571de02239:0xe46c1869bf077f9f!8m2!3d47.1757261!4d27.5528072?hl=en"
Nicolas1300.70513799162,bar,Nicolas,"Iași, Romania",,Iași,Romania,a,"5HJ9+2H Iași, Romania",,,,47.1800892,27.5689419,No,No,Bar,,,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Nicolas/@47.1800892,27.5514324,14z/data=!4m9!1m3!2m2!1sbar+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafdd631d30469:0xe0c853fed965bee7!8m2!3d47.1800892!4d27.5689419?hl=en"
